X,Depth,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11
2.25,0.38,39.65,37.05,33.52,36.1,27.88,37.72,33.81,39.24,17.46,38.49,41.56
3.75,0.38,64.98,60.02,65.17,68.42,65.18,61.79,59.47,59.66,55.29,61.89,71.72
5.25,0.38,18.99,22.97,24.26,20.67,31.79,18.5,21.56,17.06,45.08,17.09,21.32
6.75,0.38,16.66,21.72,20.89,16.02,28,12.64,18.06,12.21,26,13.34,15.33
8.25,0.38,21.2,25.79,27.18,21.74,31.76,18.52,22.11,19.07,24.94,19.3,20.34
9.75,0.38,66.75,82.61,71.48,100.75,73.9,75.95,81.17,61.63,77.85,66.04,85.1
11.25,0.38,202.95,193.65,201.62,249.63,192.83,213.68,210.07,175.15,194.44,182.37,191.72
12.75,0.38,156.69,107.08,160.46,117.51,147.25,104.58,115.13,130.32,131.01,130.18,98
14.25,0.38,68.44,66.2,71.92,58.97,81.29,62.9,52.48,61.67,77.72,64.96,62.2
15.75,0.38,120.17,154.76,87.91,104.03,99.72,90.11,93.97,77.99,87.44,77.3,123.5
17.25,0.38,382.5,923.75,326.32,509.01,347.66,333.42,339.28,382.31,403.07,332.39,711.04
18.75,0.38,416.75,662.61,606.72,640.74,403.72,451.72,447.29,895.27,485.37,674.37,549.68
20.25,0.38,648.38,503.17,700.15,643.23,420.98,623.31,537.47,593.19,336.4,530.49,479.69
21.75,0.38,932.05,658.74,888.34,866.84,930.9,997.25,787.18,736.81,1091.4,761.39,724.09
23.25,0.38,438.51,367.23,398.95,354.98,590.12,407.49,379.26,319.31,624.18,337.84,307.51
24.75,0.38,279.33,280.51,170.17,194.32,290.55,211.83,239.81,220.39,409.93,185.99,252.43
26.25,0.38,243.55,315.42,224.87,226.25,352.88,245.88,244.2,247.85,351.09,180.87,256.92
27.75,0.38,308.11,275.3,374.07,375.08,641.69,390.4,349.08,431.95,561.38,279.68,376.09
29.25,0.38,521.65,513.29,582.1,1070.2,864.23,1178.1,927.33,1068.6,666.89,520.03,1019.1
30.75,0.38,1453,1658.3,1299.5,2537.9,1026.7,2483.4,1885,2076.4,1435.2,1371.9,1809.6
32.25,0.38,436.71,473.9,401.91,340.97,204.74,319.18,319.21,323.41,325.09,336.74,282.21
33.75,0.38,382.34,379.35,381,307.63,485.54,296.41,325.35,321.97,352.54,430.83,276.28
35.25,0.38,391.48,392.01,371.49,348.88,467.63,331.39,383.24,360.03,437.8,539.7,307.42
36.75,0.38,998.81,1031.3,989.97,1003.5,1216.7,947.42,1199.8,987.83,1154,1394.5,935.86
38.25,0.38,251.41,275.75,315.85,300.63,345.47,296.53,356.8,287.98,253.11,276.09,295.55
39.75,0.38,829.71,710.07,595.25,674.2,755.77,667.77,717.54,634.07,578.21,528.79,678.56
41.25,0.38,747.66,659.6,663.72,583.96,688.23,577.07,464.2,542.64,535,472.83,571.75
42.75,0.38,423.45,512.98,445.34,423.7,346.22,418.82,351.92,402.19,375.22,364.65,404.09
44.25,0.38,276.23,286.97,262.03,277.75,248.22,276.15,289.06,286.39,273.39,267.57,277.05
45.75,0.38,150.29,158.63,141.92,155.14,131.61,154.46,154.81,159.06,150.39,160.41,153.41
47.25,0.38,426.23,461.13,449.12,439.28,365.49,420.84,385.67,423.81,372.43,430.71,420.78
48.75,0.38,652.95,633.86,776.65,668.86,653.98,640.54,594.5,619.26,523.35,555.6,571.25
50.25,0.38,159.96,166.69,209.05,190.73,205.37,186.22,172.23,188.7,158.4,162.65,169.75
51.75,0.38,110.72,117.41,127.95,128.31,137.77,126.1,116.62,126.06,131.58,122.76,118.96
53.25,0.38,95.85,103.03,106.84,109.5,114.57,107.85,98.87,105.4,118.3,110.85,103.32
54.75,0.38,102.01,108.36,109.06,119.59,122.58,117.85,110.81,115.11,114.51,115.94,117.52
56.25,0.38,159.46,169.73,169.12,202.11,207.31,200.82,195.34,198.6,172.89,177.11,201.77
57.75,0.38,168.85,173.06,175.66,199.73,205.57,200.73,202.26,205.54,186.07,181.6,201.51
59.25,0.38,144.81,147.42,145.95,148.55,151.45,149.11,150.93,152.19,149.87,145.08,150.17
60.75,0.38,87.74,89.09,86.73,86.34,87.16,86.91,87.99,87.27,90,86.22,86
62.25,0.38,250.47,240.13,238.69,225.41,239.48,229.99,227.71,224.71,261.61,243.49,225.68
63.75,0.38,2187.8,2351.5,2019.9,1295.1,1505.1,1302.2,1220.3,1293.4,2428.1,2209.7,1494.4
65.25,0.38,143.63,139.07,143,144.2,142.22,143.02,140.27,142.1,148.64,152.13,142.24
66.75,0.38,42.72,40.96,44.72,54.04,49.57,52.5,52.26,54.39,41.25,42.43,52.89
68.25,0.38,30.66,30.66,31.58,32.48,31.96,31.99,29.69,31.83,30.36,29.74,33.9
69.75,0.38,92.66,93.87,91.44,78.84,85.95,79.36,73.03,77.2,91.17,88.03,85.54
71.25,0.38,70.84,71.14,68.81,58.64,64.26,58.96,55.73,58.23,68.2,67.67,62.21
72.75,0.38,106.48,109.76,103.33,85.43,91.34,85.77,80.87,84.68,98.42,104.02,89.78
74.25,0.38,108.55,105.51,101.61,87.44,90.47,87.84,86.55,87.34,95.2,101.59,90.03
75.75,0.38,162.57,143.95,148,143.56,147.14,145.24,152.03,146.07,139.93,153.15,144.8
77.25,0.38,197.93,177.47,190.44,213.84,211.58,213.14,228.75,215.58,193.2,200.62,208.42
78.75,0.38,183.61,171.67,185.2,218.31,216.82,218.1,234.76,220.63,196.16,194.2,213.04
80.25,0.38,159.76,160.27,167.82,186.42,185.54,185.93,195.53,186.94,175.86,168.6,182.15
81.75,0.38,89.95,91.7,93.65,98.34,98.68,98.78,102.66,99.85,98.27,93.93,97.9
83.25,0.38,73.75,74.64,75.76,78.39,79.31,79.02,81.73,79.59,78.94,76.1,78
84.75,0.38,146.34,148.92,150.26,153.33,154.73,152.66,154.86,153.47,153.28,150.69,152.73
86.25,0.38,147.27,149.5,151.74,154.35,156.41,153.2,152.62,150.38,151.12,148.99,148.12
87.75,0.38,194.84,196.03,200.34,209.89,210.94,206.01,203.45,201.19,199.46,194.72,198.81
89.25,0.38,317.63,317.39,326.18,337.64,335.1,328.58,328.21,323.08,314,304.97,313.89
90.75,0.38,506.06,517.89,515.12,498.26,488.34,484.08,490.2,491.2,475.91,483.72,478.21
92.25,0.38,762.28,782.09,791.63,770.57,755.97,746.48,748.21,750.5,700.36,733.33,714.66
93.75,0.38,391.94,404.07,403.92,401.66,395.57,391.9,390.28,394.35,356.5,379.27,374.91
95.25,0.38,451.96,465.81,466.69,464.99,459.65,453.46,451.86,455.22,420.13,443.2,439.99
96.75,0.38,1682.1,1726.7,1712.1,1695.2,1664.2,1640,1640.9,1639.8,1520.8,1613.3,1621.2
98.25,0.38,994.53,1010.3,998.77,989.25,980.24,977.57,976.36,985.71,938.16,942,946.62
99.75,0.38,902.4,901.22,892.77,860.34,851.28,854.12,855.18,854.12,841.74,820.02,821.67
101.25,0.38,806.44,805.72,806.4,784.59,779.19,777.55,772.95,775.59,762.16,741.33,734.51
102.75,0.38,371.57,368.71,370.77,361.49,358.53,357.2,354.29,353.96,349.22,343.3,340.26
104.25,0.38,254.97,254.38,257.79,255.6,252.36,252.45,245.97,249.67,238.91,240.35,241.61
105.75,0.38,199.01,201.39,203.59,198.92,194.74,193.5,185.68,190.8,187.91,189.67,186.96
107.25,0.38,144.12,150.2,148.73,166.41,164.06,161.23,154.62,160.15,142.5,137.89,156.54
108.75,0.38,102.1,108.33,104.05,122.14,122.42,120.55,117.03,120.27,96.29,97.96,116.95
110.25,0.38,68.47,71.59,71.92,68.17,68.28,67.48,65.83,66.68,65.6,70.53,66.14
111.75,0.38,55.81,56.45,58.34,56.47,56.99,56.39,56.45,55.88,56.27,58.91,55.84
113.25,0.38,284.94,284.84,297.4,315.99,324.87,323.96,331.03,323.5,314.67,309.48,321
114.75,0.38,994.55,1022,1034,1091.4,1086.2,1090.2,1049.6,1062.3,1018.2,984.98,1059.6
116.25,0.38,446.34,439.76,436.04,446.03,437.42,438.03,432.08,432.03,418.94,415.32,430.28
117.75,0.38,305.24,304.49,304.22,303.39,301.36,300.93,296.94,298.05,295.1,294.74,294.11
119.25,0.38,221.9,223.39,226.49,226.38,227.38,224.72,221.71,221.58,210.19,212.46,216.52
120.75,0.38,77.88,79.34,81,81,80.94,79.98,79.36,79.27,76.68,77.62,78.39
122.25,0.38,210.42,215.12,219.49,212.66,212.49,211.13,210.2,208.3,203.93,210.43,205.57
123.75,0.38,86.25,87.27,87.77,86.15,85.9,85.19,85.35,85.12,84.61,86.28,84.68
125.25,0.38,51.44,51.27,51.42,52.64,52.42,52.5,52.68,52.17,51.74,51.46,52.18
126.75,0.38,123.2,124.76,124.3,125.42,123.49,123.24,121.82,121.9,122.19,123.6,122.24
128.25,0.38,403.92,411.07,392.49,358.68,353.46,362.09,361.56,370.74,375.85,389.99,374.28
129.75,0.38,199.89,203.09,198.79,188.11,184.58,183.65,181.82,185.21,186.42,191.63,185.04
131.25,0.38,189.27,195.04,180.59,165.53,161.28,163.63,163.3,169.86,163.19,169.95,165.82
132.75,0.38,212.64,225.71,216.55,199.21,194.71,196.3,189.98,196.2,201.4,212.13,196.88
134.25,0.38,25.21,25.99,25.74,25.81,25.64,25.5,25,25.45,25.18,25.69,25.4
135.75,0.38,39.76,39.46,40.5,41.69,41.58,41.54,41.49,41.69,40.49,40.07,41.61
137.25,0.38,39.01,38.53,38.92,39.88,39.77,39.75,40.17,40.15,39.48,39.29,40.13
138.75,0.38,279.58,286.78,278,273.09,270.78,272.87,268.12,271.45,272.91,286.17,274.26
140.25,0.38,292.55,299.84,291.66,280.74,279.61,280.45,273.6,277.84,282.09,291.71,281.46
141.75,0.38,271.38,275.37,272.87,265.94,266.65,266.67,260.52,264.42,268.39,270.48,263.87
143.25,0.38,272.55,273.95,273.61,271.97,273.22,271.94,264.65,268.8,268.75,269.99,266.06
144.75,0.38,340.13,339.61,340.77,343.24,342.32,338.93,331.95,337.39,330.45,330.58,329.51
146.25,0.38,1205.6,1164.6,1174.3,1208.3,1206.2,1193.1,1199.7,1184.7,1134.7,1148.8,1172
147.75,0.38,1217.2,1177.2,1201.4,1235.2,1240.9,1222.6,1248.6,1226.3,1178.3,1170.5,1200.2
149.25,0.38,686.39,673.86,683.86,688.83,686.56,680.52,692.86,681.37,662.07,653.51,665.72
150.75,0.38,378.28,372.8,377.55,380.08,380.4,377.99,384.4,378.4,372.38,368.59,371.27
152.25,0.38,248.11,244.04,246.92,251.01,252.96,251.94,257.52,252.51,253.16,247.07,247.84
153.75,0.38,527.39,506.7,524.12,533.46,541.37,540.78,564.72,547.68,543.58,526.7,534.11
155.25,0.38,1945,1860.1,1909.9,1931.1,1940.6,1933.5,2024.2,1959.9,1940.5,1921.7,1934.8
156.75,0.38,1011.5,988.44,996.84,1013.4,1014.9,1005.5,1060.2,1012.4,1004.1,982.53,1022
158.25,0.38,435.55,442.87,443.82,452.99,450.41,450.34,453.35,449.16,435.6,429.85,447.55
159.75,0.38,306.93,311.95,313.9,317.66,316.21,315.77,312.87,311.76,302.05,302.71,310.18
161.25,0.38,118.31,121.69,121.01,119.76,119.07,118.86,116.85,117.48,116.22,116.77,116.45
162.75,0.38,164.27,169.7,168.58,170.32,167.86,168.87,166.47,168.4,161.3,164,169.85
164.25,0.38,223.86,231.39,230.75,228.32,224.78,224.81,219.37,221.63,220.1,223.43,223.87
165.75,0.38,215.21,217.57,218.27,221.2,218.62,217.36,213.33,211.85,210.38,211.35,212.07
167.25,0.38,263.54,264.59,259.97,262.52,259.39,257.93,261.39,256.52,249.52,253.55,255.26
168.75,0.38,527.93,522.46,511.84,511.07,508.45,504.28,528.33,513.75,488.09,499.72,506.79
170.25,0.38,418.52,389.57,391.19,397.8,400.12,398.71,438.87,409.11,380.29,382.5,396.92
171.75,0.38,473.22,462.17,465.69,468.71,476.56,476.75,502.37,489.86,454.73,453.78,463.95
173.25,0.38,314.66,323.44,324.79,318.95,320.11,320.91,317.8,319.38,309.14,309.46,304.42
174.75,0.38,291.93,314.69,312.09,313.91,309.58,310.34,295.25,299.74,290.86,296.46,290.16
176.25,0.38,379.35,398.3,388.27,404.96,393.27,392.51,379.66,382.58,363.13,374.09,379.77
2.25,1.13,27.53,30.01,32.7,29.76,43.05,30.36,32.25,27.56,111.56,27.83,27.36
3.75,1.13,38.07,30.16,29.63,32.06,23.57,31.69,31.13,37.08,26.33,35.1,33.06
5.25,1.13,22.24,16.34,21.95,19.7,22.82,18.78,19.11,22.57,30.62,22.23,19.44
6.75,1.13,6.7,4.25,9.61,5.25,6.93,6.04,5.09,8.27,9.27,7.61,5.28
8.25,1.13,32.52,43.87,25.55,36.5,45.23,29.22,33.99,24.76,47.69,27.65,40
9.75,1.13,55.3,31.89,22.92,25.09,9.72,28.59,31.44,42.52,12.29,41.83,33.59
11.25,1.13,19.59,16.75,43.29,31.71,52.2,22.82,20.25,24.17,40.11,23.96,21.91
12.75,1.13,33.47,9.03,45.66,16.7,18.04,21.11,26.15,36.42,15.09,39.28,10.16
14.25,1.13,16.55,45.62,26.12,61.46,39.9,104.71,35.71,29.47,59.84,39.27,81.83
15.75,1.13,68.23,50.34,18.38,27.63,40.46,35.35,76.99,21.99,17.05,17.49,59.33
17.25,1.13,28.03,52.21,74.62,48.77,24.61,26.23,31.94,103.65,55.06,74.21,21
18.75,1.13,223.65,193.04,169.96,184.02,182.71,251.94,226.42,149.08,111.88,139.07,250.16
20.25,1.13,253.76,252.06,344.7,337.11,427.25,500.86,492.21,597.63,520.34,297.84,468.58
21.75,1.13,375.63,452.99,514.53,467.57,340.72,318.03,237.28,237.16,189.03,885.11,380.55
23.25,1.13,1257.7,805.54,1271.9,451.29,305.65,433.6,1001.1,796.07,342.56,807.96,376.39
24.75,1.13,1037.5,702.45,755.67,1173.9,606.46,1219.7,1662.3,1664.3,1758.9,804.95,1185.8
26.25,1.13,317.69,198.5,469.18,1583.7,985.91,2085,1914.7,2523.8,1570.9,663.7,593.59
27.75,1.13,362.48,413.25,427.01,478.92,513.1,541.45,609.9,509.2,264.61,327.06,939.56
29.25,1.13,1450,1577.6,1382.1,771.68,1279,655.08,546.23,797.61,1285.6,944.51,477.37
30.75,1.13,578.55,472.13,589.55,1055.6,1653.4,990.18,1292.7,1027.1,826.72,1543.2,1043.3
32.25,1.13,254.22,265.58,129.02,170.4,38.85,180.25,164.64,144.99,107.24,151.37,190.9
33.75,1.13,386.08,462.11,329.86,910.51,357.37,925.3,904.86,1037.3,682.57,723.72,818.05
35.25,1.13,484.7,656.75,453.2,920.89,652.93,903.64,925.38,1042.6,533.62,672.7,742.52
36.75,1.13,298.24,298.59,161.61,350.9,180.25,350.47,323.97,327.84,272.19,322.69,339.71
38.25,1.13,416.28,249.67,802.66,248.73,1085.2,246.08,213.99,246.9,368.33,292.89,254.71
39.75,1.13,252.99,474.45,240.75,316.3,198.93,307.29,255.83,299.77,292.17,344.49,289.91
41.25,1.13,210.3,257.65,148.74,185.5,134.24,178.27,196.67,164.86,167.61,147.72,163.32
42.75,1.13,120.02,88,117.03,120.18,176.55,129.07,142.8,134.66,166.22,166.48,144.65
44.25,1.13,509.44,585.45,540.1,476.37,403.83,449.01,353.32,409.85,387.13,421.17,407.33
45.75,1.13,150.89,153.96,160.56,130.32,214.7,128.85,140.71,122.31,154.36,121.12,132.14
47.25,1.13,252.03,233.54,249.6,242.9,226.56,247.3,239.63,238.37,203.27,231.83,217.5
48.75,1.13,406.12,433,384.4,416.15,331.16,409.24,413.46,426.73,343.41,433.18,452.55
50.25,1.13,213.95,186.35,148.25,144.9,121.94,147.05,177.73,142.17,156.04,159.14,150.87
51.75,1.13,231.12,214.78,232.99,188.99,162.88,189.02,213.44,196.42,128.74,190.55,199.05
53.25,1.13,208.84,191.72,196.41,186.06,174.3,184.94,217.04,202.44,126.42,159.85,201.47
54.75,1.13,294.46,280.26,278.9,215.59,211.64,222.48,266.27,241.74,228.44,249.96,230.6
56.25,1.13,432.38,395.61,387.05,277.49,279.78,282.96,294.41,296.78,301.13,335.8,298.61
57.75,1.13,217.27,230.75,208.48,190.13,191.65,185,189.92,190.02,163.73,195.26,193.16
59.25,1.13,192.07,177.64,193.59,257.29,239.4,261.7,266.88,248.6,180.57,176.93,235.72
60.75,1.13,250.62,234.16,249.26,244.25,236.35,242.63,245.24,256.2,258.97,246.49,240.62
62.25,1.13,57.15,64.84,55.3,38.54,40.14,38.58,39.07,39.31,58.74,59.46,39.96
63.75,1.13,591.55,633.75,520.37,306.72,337.84,316.53,302.65,298.83,668.5,629.11,317.6
65.25,1.13,126.6,123.26,119.98,85.12,85.03,84.79,93.54,87.88,127.62,127.66,84.06
66.75,1.13,111.44,107.3,100.35,78.36,83.89,80.62,81.85,79.17,127,106.99,81.7
68.25,1.13,117.55,116.82,107.18,84.84,95.67,87.95,101.19,87.52,133.17,138.99,81.29
69.75,1.13,158,163.08,161.33,185.2,167.21,182.04,193.28,190.02,183.85,161.24,178.87
71.25,1.13,95.64,94.61,100.89,150.01,131.45,146.73,152.2,148.53,107.65,97.36,138.09
72.75,1.13,57.81,53.25,58.06,69.17,68.17,68.1,69.07,67.39,61.29,56.76,65.12
74.25,1.13,103.5,105.18,106.44,94.43,98.04,93.68,90.18,92.26,109.03,108.3,95.17
75.75,1.13,142.52,141.77,140.45,125.15,127.27,123.72,121.45,123.24,136.84,140.15,127.46
77.25,1.13,285.02,287.87,291.76,300.56,299.98,296.56,294.96,296.32,292.4,291.66,295.57
78.75,1.13,312.25,334.36,322.71,297.19,297.1,299.15,286.48,296.31,294.86,310.74,299.5
80.25,1.13,391.68,398.41,395.44,380.97,374.9,380.57,368.41,381.2,373.94,390.26,380.89
81.75,1.13,323.15,327.56,330.28,312.92,309.92,310.82,299.27,308.35,311.92,322.84,307.02
83.25,1.13,225.35,230.4,232.5,223.56,225.77,222.8,213.16,220.46,229.13,228.45,220.87
84.75,1.13,239.8,243.66,245.25,240.29,238.56,238.39,235.63,236.82,243.21,236.8,236.97
86.25,1.13,221.47,225.24,224.36,222.91,222.83,221.69,221.02,220.32,223.55,220.24,217.17
87.75,1.13,256.99,258.06,257.81,246.64,246.01,244.94,246.46,243.76,246.35,253.1,241.33
89.25,1.13,263.75,266.2,262.88,261.01,259.91,260.26,258.48,260.01,252.49,263.41,254.22
90.75,1.13,200.03,198.78,205.77,208.52,208.11,206.02,203.55,202.96,196.17,199.51,197.23
92.25,1.13,431.36,446.83,443.44,446.36,445.09,440.24,435.8,437.13,414.69,430.49,426.76
93.75,1.13,447.06,440.38,443.65,430.15,437.03,435.46,440.04,433.14,436.49,420.85,423.63
95.25,1.13,839.53,831.94,838.62,835.62,839.18,838.4,848.4,838.56,826.85,786.35,820.17
96.75,1.13,604.23,620.69,618.46,620.31,621.08,618.7,619.99,625.21,602,591.38,597.04
98.25,1.13,545.08,546.21,547.99,553.59,552.43,549.15,561.34,551.25,514.64,528.55,539.93
99.75,1.13,555.82,556.16,569.81,583.97,585.86,581.59,584.83,588.35,530.85,538.37,547.7
101.25,1.13,739,749.87,757.24,800.65,804.11,794.31,803.99,803.38,714.31,720.8,760.74
102.75,1.13,736.98,746.49,745.95,761.23,772.26,760.53,781.82,757.7,687.83,705.07,716.55
104.25,1.13,417.75,417.84,435.42,403.69,415.78,402.01,405.39,399.19,426.83,411.21,377.27
105.75,1.13,140.3,142,144.28,156.9,158.39,155.14,158.33,157.02,138.87,137.21,151.41
107.25,1.13,160.46,158.75,160.06,139.48,139.16,140.88,142.85,140.6,149.17,167.16,143.04
108.75,1.13,87.09,87.75,90.28,71.55,70.96,72.66,70.27,70.83,95.2,93.27,71.15
110.25,1.13,25.91,25.39,23.59,29.81,29.96,30.34,32.8,31.05,25.56,23.3,30.04
111.75,1.13,569.25,591.16,506.9,405.94,413.51,404.75,386.77,398.57,573.83,481.39,394.25
113.25,1.13,50.03,50.62,50.88,44.71,43.79,43.83,41.72,43.13,47.99,48.82,43.81
114.75,1.13,141.8,140.25,130.48,119.64,122.99,126.39,126.93,125.5,132.2,145.16,123.02
116.25,1.13,647,689.97,694.18,627.28,627.95,632.47,617.3,632.35,684.77,677.81,642.48
117.75,1.13,639.48,608.85,609.33,651.27,638.25,646.1,663.27,647.46,620.92,617.69,633.69
119.25,1.13,328.92,325.68,323,329.67,335.18,330.91,330.1,328.52,338.63,331.48,327.8
120.75,1.13,260.08,258.89,263.17,258.13,262.64,257.92,258.7,255.73,257.07,252.76,248.42
122.25,1.13,149.72,152.52,152.83,153.92,153.59,152.02,150.79,153.09,153.77,150.88,151.32
123.75,1.13,67.11,65.6,67.41,71.09,71.97,72.32,72.8,72.35,70.21,67.77,72.19
125.25,1.13,105.61,106.38,108.04,105.83,106.91,105.92,105.24,106.81,107.21,107.57,106.09
126.75,1.13,27.12,26.87,26.73,28.3,28.24,28.08,28.29,28.03,27.58,26.98,27.66
128.25,1.13,312.04,307.72,316.72,312.36,312.31,313.95,312.53,315.53,314.75,308.84,309.67
129.75,1.13,466.44,453.67,460.08,471.64,475.15,474.91,484.43,481.78,464.58,455.98,468.6
131.25,1.13,219.96,204.68,217.86,232.53,232.88,226.39,237.76,225.9,223.63,212.35,219.08
132.75,1.13,60.69,62.1,61.82,63.57,63.3,62.79,62.03,62.39,62.58,61.76,61.54
134.25,1.13,23.59,22.75,23.17,23.01,23.01,23.06,23.56,23.19,23.79,22.97,23.32
135.75,1.13,79.51,80.94,79.45,76.53,76.11,75.87,75.76,75.22,77.15,80.63,75.35
137.25,1.13,44.48,45.2,44.43,44.07,44.2,44.42,43.83,44.51,44.57,43.83,44.12
138.75,1.13,33.5,33.75,35.03,36.27,36.62,36.27,36.35,35.89,35.27,35.5,36.19
140.25,1.13,445.91,440.04,440.8,427.89,429.04,428.26,430.68,432.35,455.52,446.45,436.13
141.75,1.13,579.85,579.19,573.54,568.75,562.77,567.14,572.94,570.76,594.96,575.87,571.77
143.25,1.13,213.11,212.94,212.76,212.39,212.26,212.48,214.53,213.48,217.98,214.71,214.72
144.75,1.13,237.12,235.64,235.33,239.58,239.45,239.05,239.75,236.53,230.28,232.07,235.54
146.25,1.13,651.57,644.51,643,652.52,650.99,648.46,652.7,645.47,629.58,636.45,637.48
147.75,1.13,428.32,432.89,429.72,433.01,428.68,430.76,426.17,426.1,422.76,420.14,424.79
149.25,1.13,868.24,878.07,864.74,878.13,870.01,864.13,850.36,855.48,824.79,844.82,845.23
150.75,1.13,661.71,686.06,680.95,666.84,657.88,657.78,641.29,651.96,649.34,670.25,654.88
152.25,1.13,597.04,624.89,605.94,572.93,569.21,571.36,564.02,578.22,591.45,606.3,581.6
153.75,1.13,450.7,449.98,448.97,443.7,441.71,445.32,447.6,447.06,446.55,450.67,447.01
155.25,1.13,785.76,771.42,771.78,784.8,784.29,781.67,805.96,788.03,778.8,776.75,791.48
156.75,1.13,411.13,411.73,409.44,419.12,417.7,418.09,416.47,420.11,414.99,414.21,419.36
158.25,1.13,502.56,490.47,491.92,497.64,499.21,500.98,506.23,503.02,485.55,497.44,503.24
159.75,1.13,896.54,888.74,881.25,787.92,793.05,786.75,771.76,788.34,874.29,891.92,775.7
161.25,1.13,865.82,868.42,899.42,965.22,970.42,956.6,919.67,934.61,866.5,837.85,897.58
162.75,1.13,655.91,632.87,665.07,601.07,604.52,595.05,567.25,563.15,621.58,605.62,537.74
164.25,1.13,522.5,511.78,516.27,508.73,511.94,504.4,501.92,498.71,507.07,496.88,485.76
165.75,1.13,436.36,432.4,424.04,416.66,421.84,420.28,436.23,432.2,420.76,427.09,422.86
167.25,1.13,394.46,403.23,411.68,406.31,412.88,416.14,416.29,420.49,403.92,399.21,407.08
168.75,1.13,714.21,674.64,692.49,719.39,722.34,727.75,743.37,711.87,686.91,675.06,694.29
170.25,1.13,651.1,761.16,724.49,709.74,703.79,700.65,615.84,689,710.32,727.51,687.67
171.75,1.13,456.91,411.86,419.83,428.85,421.4,420.58,454.95,416.62,407.99,407.62,415.86
173.25,1.13,183.55,187.06,179.53,189.95,189.21,190.56,194.76,198.99,184.3,186.15,194.52
174.75,1.13,203.35,206.68,214.96,210.95,213.39,214.99,213.99,214.22,209.14,204.37,204.52
176.25,1.13,234.2,235.35,240.55,216.75,223.42,223.87,217.54,223.53,231.17,227.44,208.68
3.75,1.91,25.61,24.73,23.94,21.37,23.2,21.54,24.22,25.64,18.75,24.08,18.96
5.25,1.91,17.8,11.07,14.88,13.19,11.95,14.1,14.4,20.36,12.54,19.7,12.83
6.75,1.91,4.13,2.56,5.47,4.05,3.11,5.24,3.65,6.89,6.09,5.95,4.19
8.25,1.91,11.99,21.56,10.68,24.22,20.29,21.07,26.74,13.56,33.08,13.47,19.48
9.75,1.91,24.28,14.03,8.98,9.38,4.27,12.74,17.14,21.21,6.45,18.79,12.21
11.25,1.91,6.12,3.8,8.77,4.87,7.85,3.63,4.77,7.07,5.58,6.56,3.23
12.75,1.91,9.15,5.18,8.82,4.75,4.54,6.04,6.52,9.31,4.66,9.13,6.38
14.25,1.91,9.23,34.77,5.99,18.4,16.87,31.77,12.8,9.32,32.24,9.43,81.57
15.75,1.91,28.19,36.58,6.84,8.19,17.07,7.93,22.72,11.66,11.86,8.01,37.98
17.25,1.91,10.87,10.88,47.47,11.97,6.83,6.07,12.21,91.48,25.82,53.76,2.37
18.75,1.91,251.95,106.76,188.21,118.63,129.62,177.43,219.23,117.21,103.22,92.44,142.31
20.25,1.91,263.32,260.58,284.29,276.37,599.82,466.15,614.81,415.22,799.83,225.88,508.63
21.75,1.91,107.72,216.54,96.23,126,169.63,77.5,70.69,54.57,101.01,377.18,126.69
23.25,1.91,172.76,217.56,165.01,120.32,92.03,95.87,151.76,125.39,80.88,298.04,125.53
24.75,1.91,154.75,155.91,188.43,487.6,210.7,537.32,516.47,531.85,287.94,343.74,435.34
26.25,1.91,163.35,123.56,339.18,1517.9,583.54,2090.1,1448.1,1765.4,283.79,476.88,597.11
27.75,1.91,378.54,613.47,519.87,432.92,484.12,496.2,446.5,344.75,102.38,235.1,1300
29.25,1.91,1525.6,1704.3,1616.7,475.22,1445.4,374.42,278.45,589.33,1054.2,659.68,356.51
30.75,1.91,328.25,207.63,515.07,513.97,1205.6,507.4,953.69,800.19,461.36,846.8,596.63
32.25,1.91,160,140.01,101.38,110.67,95.45,117.53,153.57,89.29,97.17,139.56,134
33.75,1.91,400.7,483.13,274.12,580.76,218.02,544.49,643.88,525.47,714.79,561.77,630.71
35.25,1.91,616.12,748.17,494.99,802,644.08,713.17,819.82,693.54,601.84,490.24,636.99
36.75,1.91,372.92,268.48,427.1,312.61,514.61,298.08,254.89,260.13,316.86,206.33,273.32
38.25,1.91,546.21,231.05,1059.2,252.23,1478.3,237.17,164.95,229.87,540.97,318.02,233.96
39.75,1.91,149.87,322.79,272.82,258.53,160.47,243.64,168.83,244.94,282.77,323.55,223.81
41.25,1.91,97.53,131.76,78.44,129.71,51.05,128.92,182.47,135.35,97.97,120.47,119.74
42.75,1.91,133.05,61.28,122.03,137.59,170.07,147.87,186.94,167.92,160.8,198.22,163.42
44.25,1.91,739.31,790.89,850.66,694.38,603.84,658.51,467.75,577.63,515.23,650.83,576.5
45.75,1.91,333.36,310.25,409.19,287.58,515.68,281.1,266.62,252.6,306.46,242.53,265.33
47.25,1.91,246.21,209.61,280.8,254.47,312.26,265.37,246.61,251.32,219.67,212.92,201.1
48.75,1.91,179.33,261.02,218.61,238.67,216.85,236.93,203.38,267.38,249.1,314.62,283.61
50.25,1.91,176.71,185.25,121.13,116.07,103.49,118.34,128.82,109.53,183.59,174.09,129.85
51.75,1.91,185.43,197.3,177.61,145.91,132.47,146.58,161.92,148.82,115.34,166.21,170.48
