X,Depth,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11
114.75,3.73,37.68,26.29,26.51,42.24,41.28,40.09,48.97,39.16,26.39,27.01,38.4
116.25,3.73,66.95,76.16,73.98,71.67,73.61,71.63,67.47,71.43,71.12,72.98,73.73
117.75,3.73,46.06,53.06,53.07,45.6,46.29,46.25,43.43,46.44,50.84,52.63,46.19
119.25,3.73,38.02,43.98,42.59,34.8,34.6,35.38,33.15,35.07,39.46,43.69,34.94
120.75,3.73,38.08,40.59,38.9,35.83,35.04,36.06,34.7,34.88,36.75,39.4,35.58
122.25,3.73,57.18,58.99,55.62,56,54.68,55.52,53.27,54.15,54.75,56.4,55.2
123.75,3.73,114.54,115.12,113.47,113.95,112.77,112.22,110.35,110.11,109.64,111.48,111.89
125.25,3.73,183.71,190.43,182.16,165.58,163.22,164.89,162.95,166.53,166.56,180.91,172.73
126.75,3.73,82.08,85.43,78,68.77,65.94,68.08,69.22,69.6,69.06,77.76,73.51
128.25,3.73,48.91,51.25,47.94,42.98,41.81,43.37,42.98,42.79,43.25,47.5,44.89
129.75,3.73,43.84,46.19,42.75,38.84,38.15,39.27,37.78,38.84,40.49,44.29,40.81
131.25,3.73,50.36,51.46,47.81,41.38,40.56,41.33,40.56,41.34,44.19,49.41,43.91
132.75,3.73,68.57,69.82,65.01,61.55,60.11,61.35,60.51,62.45,59.42,66.27,65.85
134.25,3.73,129.78,129,124.77,121.63,118.75,120.82,120.08,121.21,114.97,122.8,123.67
135.75,3.73,234.58,243.93,231.85,232.64,228.57,231.75,225.76,227.31,218.29,232.19,225.9
137.25,3.73,135.2,142.74,137.52,140.09,138.18,140.87,138.3,138.55,132.21,136.52,138.05
138.75,3.73,68.49,69.2,71.01,73.44,73.57,74.23,75.14,73.85,69.06,70.25,74.06
140.25,3.73,84.45,82.54,84.28,85.05,85.31,85.18,86.53,85.17,79.07,82.73,84.28
141.75,3.73,103.99,104.02,100.73,101.41,99.7,100.39,101.54,101.44,93.36,100.18,99.84
143.25,3.73,90.88,91.25,88.91,90.66,88.53,89.43,90.63,91.14,83.35,88.9,90.56
144.75,3.73,86.36,83.13,85.13,86,85.78,85.72,87.17,86.86,83.55,84.93,86.22
146.25,3.73,114.6,114.16,119.14,118.14,120.77,119.74,118.36,121.65,124.09,118.91,117.66
147.75,3.73,102.91,101.97,106.6,103.49,105.44,105.11,106.03,103.35,106.66,102.5,101.96
149.25,3.73,108.67,104.75,108.64,107.77,111.15,109.4,112.24,109.75,110.72,109.58,108.16
150.75,3.73,127.52,124.35,129.1,127.89,130.74,128.3,130.63,129.67,129.88,130.92,128.11
152.25,3.73,152.79,147.48,152.21,155.45,156.68,155.22,158.69,156.23,153.79,152.52,154.76
153.75,3.73,179.72,170.64,170.28,179.53,177.52,177.46,183.55,179.47,171.41,172.07,180.72
155.25,3.73,273.79,273.73,275.71,281.85,287.16,279.22,279.1,280.99,284.02,273.77,279.86
156.75,3.73,326.31,349.03,364.42,352.01,358.86,353,327.86,344.38,359.22,345.87,338.74
158.25,3.73,257.08,255.98,263.67,263.79,263.5,264.19,271.33,257.47,259.4,252.33,261.69
159.75,3.73,203.72,201.86,192.37,200.05,197.32,199.33,224.64,207.38,194.21,200.63,217.17
161.25,3.73,166.18,173.84,166.35,188.64,185.68,187.18,211.77,205.28,169.57,177.78,217.7
162.75,3.73,243.72,254.77,242.66,228.39,225.88,230.34,256.03,251.78,243.21,261.82,272.66
164.25,3.73,361.08,383.75,357.47,362.96,358.18,372.52,395.98,410.43,368.15,399.9,447.49
165.75,3.73,538.94,611.43,592.96,579.27,568.76,592.43,554.25,601.1,599.79,625.98,641.15
167.25,3.73,716.21,800.21,815.98,784.87,764.78,783.67,677.77,713.27,778.14,777.54,734.56
168.75,3.73,636.85,661.1,643.4,633.9,610.2,608.13,567.52,557.99,612.21,624.64,571.19
170.25,3.73,485.13,524.3,481.21,475.24,453.92,447.29,431.62,435.75,446.23,483.52,450.41
171.75,3.73,103.53,95.96,95.91,98.66,98.2,95.25,103.84,95.35,95.74,96.09,97.99
9.75,4.78,27,53.6,25.21,49.26,30.08,46.36,29.42,16.64,13.3,21.66,47.6
11.25,4.78,22.25,49.68,19.09,39.34,27.93,33.56,22.09,14.66,17.28,18.84,46.35
12.75,4.78,22.92,60.37,18.5,43.02,32.72,35.09,19.91,15.41,25.93,20.42,69.9
14.25,4.78,28.71,92.14,23.57,55.41,49.54,42,23.32,23.4,62.45,28.99,131.84
15.75,4.78,41.96,101.58,42.71,59.02,60.82,38.46,33.04,50.35,103.86,53.96,96.17
17.25,4.78,81.15,100.57,132.82,91.21,96.28,58.56,70.49,176.99,221.01,146.93,57.78
18.75,4.78,317.87,211.18,405.53,278.35,335.3,212.5,283.47,424.55,639.86,277.24,142.5
20.25,4.78,695.14,473.71,515.41,558.06,971.6,464.13,586.66,483.24,1567.2,354.82,341.29
21.75,4.78,672.52,652.46,319.51,469.9,778.94,317.94,239.08,198.88,1182.7,371.17,278.41
23.25,4.78,510.07,651.08,228.19,313.55,392.36,205.97,104.19,106.46,733.17,341.17,197.28
24.75,4.78,436.94,613.75,221.06,221.94,212.26,166.94,68.98,84.07,548.42,342.1,162.94
26.25,4.78,452.17,594.68,241.27,157.84,128.97,142.15,52.83,73.28,411.42,350.56,139.62
27.75,4.78,419.82,467.1,274.59,130.5,122.25,125.73,54.7,91.11,429.14,276,184.8
29.25,4.78,372.34,224.14,322.63,127.05,175.57,126.3,91.19,175.18,535.66,245.38,142.22
30.75,4.78,154.43,93.47,243.69,109.17,239.55,112.7,162.86,205.83,356.06,218.28,101.14
32.25,4.78,143.06,118.17,197,93.95,369.97,94.43,130.05,106.86,349.21,195.77,72.82
33.75,4.78,300.4,318.33,309.19,141.09,654.13,140.9,165.37,125.6,606.77,240.68,132.27
35.25,4.78,654.29,609.91,583.83,299.27,1027.1,307.99,288.59,235.53,688.1,281.28,305.8
36.75,4.78,911.61,665.96,872.04,518.46,1024,561.16,450.61,453.44,575.32,356.77,547.14
38.25,4.78,829.69,633.99,827.18,656.35,650.13,713.68,590.48,712.49,429.59,509.74,781.98
39.75,4.78,418.58,595.41,555.64,697.74,314.65,761.19,770.28,885.23,260.06,585.94,915.74
41.25,4.78,375.51,542.43,496.14,726.4,305.14,789.21,1112.7,995.43,207.53,604.34,958.79
42.75,4.78,621.29,593.89,729.8,879.21,635.67,931.54,1399,1170.7,366.43,799.48,1153.9
44.25,4.78,1108.8,1109.3,1282.1,1157.6,1246.8,1161.1,1490.2,1307.5,781.77,995.89,1326.9
45.75,4.78,1216.5,1112.4,1261,1025.5,1504.6,1004.2,1150.7,1096.9,1134.3,854.28,1065.5
47.25,4.78,932.99,795.28,902.49,760.88,1185.2,740.76,787.1,777.78,1199.1,660.23,680.66
48.75,4.78,589.96,543.71,590.39,532.37,789.34,508.81,442.45,545.63,1009.8,573.15,451.91
50.25,4.78,380.75,289.5,345.2,382.88,513.24,364.33,304.65,346.04,529.09,392.71,292.56
51.75,4.78,151.55,130.7,180.18,295.08,327.8,283.57,213.63,259.56,177.08,190.62,217.83
53.25,4.78,77.83,82.18,98.14,216.01,211.38,206.35,148.94,185.1,98.54,101.78,159.94
54.75,4.78,87.5,94.85,93.17,172.21,144.45,172.96,134.28,148.2,133.32,118.37,136.65
56.25,4.78,145.95,146.8,145.21,186.11,148.74,190.49,163.24,170.37,221.21,199.91,173.05
57.75,4.78,236.33,250.63,253.6,260.77,225.91,269.17,249.35,254.07,284.08,307.14,273.73
59.25,4.78,310.34,345.5,319.79,244.28,251.58,256.14,255.39,269.96,232.28,309.81,294.55
60.75,4.78,99.14,118.6,90.65,62.53,74.34,61.24,68.08,66.52,60.35,78.64,76.8
62.25,4.78,13.5,14.27,11.62,14.88,15.25,14.64,19.64,15.61,11.65,9.72,15.51
63.75,4.78,13.1,8.27,14.41,36.93,28.97,37.01,49.83,42.44,18.21,13.65,32.19
65.25,4.78,9.89,8.85,13.19,23.54,18.52,23.31,24.35,27,9.54,11.84,23.61
66.75,4.78,40.48,51.72,49.15,37.49,35.98,37.21,26.97,35.04,29.51,40.87,40.14
68.25,4.78,300.1,380.04,318.27,138.85,149.46,134.41,93.39,110.93,219.06,264.62,142.46
69.75,4.78,1310.1,1423.9,1281.7,598.77,650.11,570.11,453.34,492.36,945.49,1136.6,600.93
71.25,4.78,2501.2,2412.7,2281.1,1505.2,1504,1460.1,1365.2,1413.3,1661.6,2285.5,1549.2
72.75,4.78,1811.9,1636.7,1568.6,1602.7,1482.6,1600.9,1792.8,1684.8,1140,1652.8,1681.2
74.25,4.78,717.68,668.69,652.18,945.85,864.11,964.72,1145.7,1051,502.12,689.16,993.47
75.75,4.78,234.97,226.81,235.32,393.27,371.41,407.82,463.71,431.54,201.82,243.42,401.4
77.25,4.78,146.65,146.67,154.98,238.09,235.36,249.73,262.14,252.49,152.48,157.39,235.29
78.75,4.78,136.43,130.86,142.08,197.71,197.94,204.96,210.06,201.57,150.08,144.32,186.08
80.25,4.78,149.31,147.33,151.18,190.21,190.86,192.63,194.76,190.59,165.75,158.32,177.28
81.75,4.78,182.95,177.25,174.73,194.87,193.56,191.86,199.57,191.56,182.81,183.21,180.49
83.25,4.78,215.31,207.51,197,197.36,194.25,193.78,207.3,199.63,189.81,210.83,190.79
84.75,4.78,228.75,216.24,214.78,202.71,196.31,198.47,219.86,211.92,190.46,222.99,203.82
86.25,4.78,266.37,265.14,265.79,253.21,246.66,252.11,268.67,270.96,236.55,273.44,263.51
87.75,4.78,231.82,238.53,244.24,233.12,233.81,234.19,240.6,242.29,231.21,243.17,242.1
89.25,4.78,175.67,183.28,183.41,177.72,185.02,181.4,180.94,184.84,188.47,183.95,187.26
90.75,4.78,140.21,140.05,141.68,138.52,142.88,138.82,143.62,139.9,147.48,135.44,140.83
92.25,4.78,136.98,133.63,131.34,125.11,126.39,124.57,134.32,127.69,133.08,126.59,126.97
93.75,4.78,129.27,127.36,125.4,114.35,114.51,113.96,124.23,119.57,123.44,122.09,116.65
95.25,4.78,114.86,112.68,112.93,102.8,103.42,103.85,109.26,108.64,109.56,112.31,104.13
96.75,4.78,97.85,94.81,95.9,88.55,88.93,89.59,91.79,91.71,93.33,95.86,87.29
98.25,4.78,90.68,86.98,86.04,82.29,81.73,82.49,84.63,83.5,85.06,86.39,79.47
99.75,4.78,79.79,77.51,76.78,77.9,76.63,76.89,80.72,78.71,75.01,76.17,75.11
101.25,4.78,85.58,81.23,84.99,86.72,85.96,85.22,90.93,88.19,83.79,85.27,85.3
102.75,4.78,137.85,126.88,136.81,125.61,125.51,122.35,131.1,125.83,152.14,140.41,123.63
104.25,4.78,233.74,217.73,225.06,194.33,196.11,188.51,198.85,191.66,287.95,222.39,190.42
105.75,4.78,238.02,230.14,223.72,196.03,201.15,191.33,196.78,193.34,279.06,208,192.63
107.25,4.78,109.11,112.7,108.5,87.03,92.62,86.35,83.48,86.46,124.21,103.24,85.88
108.75,4.78,27.71,32.3,30.86,26.72,28.99,27.58,25.13,27.51,31.71,31.52,27.33
110.25,4.78,33.61,44.18,38,37.35,38.61,40.05,36.11,40.01,30.97,40.86,40.88
111.75,4.78,218.24,295.83,246.05,228.61,219.09,240.3,209.66,235.91,185.18,269.26,251.69
113.25,4.78,126.19,125.44,116.75,151.81,137.27,148.75,149.26,144.65,91.28,114.15,151.31
114.75,4.78,92.59,72.71,71.48,103.88,99.59,99.95,113.9,97.61,68.74,70.63,98.02
116.25,4.78,96.76,96.1,96.48,102.4,104.65,101.26,102.61,101.07,101.36,94.67,101.45
117.75,4.78,67.64,74.04,76.14,67.07,69.3,67.65,65.82,68.2,79.5,75.3,66.3
119.25,4.78,51.17,59.2,59.15,48.94,49.76,49.73,46.76,49.37,59.06,59.68,47.59
120.75,4.78,47.61,53,51.56,45.68,45.39,46,43.01,44.05,50.45,51.18,43.16
122.25,4.78,63.4,68.3,63.49,60.95,59.76,60.27,56.38,57.9,62.76,63.59,57.52
123.75,4.78,105.44,108.87,102.3,98.45,96.48,96.04,93.76,93.84,98.19,100.6,94.94
125.25,4.78,156.59,162.88,149.37,133.37,129.74,132.01,130.12,132.74,134.84,148.5,139.53
126.75,4.78,119.99,124.88,111.86,96.23,91.42,95.49,95.38,97.14,95.76,111.46,105.16
128.25,4.78,90.14,93.19,84.38,72.94,69.49,73.43,72.5,73.32,72,84.2,79.92
129.75,4.78,83.66,85.98,77.9,68.06,65.17,68.57,66.73,68.53,68.77,79.88,74.63
131.25,4.78,95.76,95.49,87.75,75.49,72.72,75.37,74.48,75.7,77.94,89.72,81.98
132.75,4.78,118.8,119.89,111.56,103.09,100.23,102.77,100.43,103.98,100.69,113.18,110.05
134.25,4.78,168.76,168.54,163.83,159.18,156,158.25,154.22,157.21,151.7,161.26,160.14
135.75,4.78,216.88,223.49,216.58,220.32,217.55,220.06,211.81,214.37,208.06,215.8,213.13
137.25,4.78,153.15,160.29,156.3,162.77,160.32,162.67,158.53,158.94,153.05,155.66,159.22
138.75,4.78,104.85,107.58,107.54,113.12,111.68,112.99,113.15,111.86,104.81,106.95,113.2
140.25,4.78,109.72,109.83,108.77,113.01,110.82,111.92,113.91,112.21,101.51,107.68,112.99
141.75,4.78,121.75,123.51,117.9,122.84,118.38,120.59,122.7,122.56,106.94,117.5,122.79
143.25,4.78,115.16,117.45,112.8,119.08,113.86,116.71,118.21,119.28,102.88,112.11,119.54
144.75,4.78,105.91,104.62,105.18,110.22,106.93,109.19,110.35,110.72,99.73,103.38,110.16
146.25,4.78,106.15,107.88,110.99,112.56,111.87,113.4,111.49,114.48,109.64,108.67,111.97
147.75,4.78,98.97,99.45,103.34,100.78,100.78,102.02,102.95,100.34,98.12,98.74,99.24
149.25,4.78,101.19,99.97,102.45,100.02,100.89,101.17,104.51,101.15,96.99,101.48,100.4
150.75,4.78,114.94,113.21,115.83,113.95,114.26,113.74,117.85,115.4,109.38,116.33,114.82
152.25,4.78,134.97,130.08,132.88,135.19,134.64,134.4,140.14,136.37,128.05,133.28,135.86
153.75,4.78,165.18,157.42,157.03,165.31,163.56,163.43,170.93,167.25,155.27,159.25,167.43
155.25,4.78,225.06,223.44,226.44,234.67,238.26,233.01,234.03,237.47,231.8,225.65,234.45
156.75,4.78,264.48,276.35,291.87,287.81,295.05,289.73,274.8,286.78,292.1,277.38,279.5
158.25,4.78,240.86,242.05,254.26,249.68,251.63,251.42,256.53,247.48,246.64,238.32,246.72
159.75,4.78,213.35,215.95,213.08,211.88,209.08,211.76,234.52,219.12,200.12,209.54,225.97
161.25,4.78,190.13,203.85,196.38,199.75,193.79,197.86,222.16,214.72,177.46,197.89,228.78
162.75,4.78,238.69,260.89,247.92,225.6,216.2,224.53,244.18,241.57,216.49,252.22,266.83
164.25,4.78,290.24,320.3,302.01,295.91,281.02,294.9,298.19,308.74,274,313.6,342.48
165.75,4.78,335.52,370.51,363.96,376.43,359.04,370.34,340.31,358.27,350.16,364.73,382.91
167.25,4.78,369.64,396.01,395.33,408.22,391.64,396.5,355.34,363.41,381.82,380.95,374.19
168.75,4.78,220.89,229.36,215.57,208.69,200.74,198.26,192.65,188.37,211.76,216.57,193.45
12.75,5.93,44.62,100.39,43.56,96.54,64.47,80.38,44.9,32.71,38.64,42.63,110.61
14.25,5.93,50.16,125.57,51.99,111.04,89.67,84.4,48.08,48.29,87.35,58.69,160.08
15.75,5.93,63.59,137.6,75.3,122.59,109.97,86.65,60.38,79.74,141.92,87.64,147.19
17.25,5.93,109.47,154.17,162.55,173.72,172.69,121.14,109.4,192.67,289.04,172.13,128.32
18.75,5.93,254.88,233.09,355.51,338.55,378.36,253.41,267.6,403.2,628.35,290.98,194.7
20.25,5.93,532.3,419.04,515.31,613.33,840.11,486.36,506.14,528.46,1232.8,400.23,357.84
21.75,5.93,699.59,608.82,465.02,675.31,897.95,495.16,366.63,353.11,1301.1,465.04,386.36
23.25,5.93,699.62,690.71,388.62,542.96,604.47,387.75,216.68,224.39,1076.5,481.66,318.26
24.75,5.93,644.74,665.25,340.45,390.75,351.4,297.44,143.14,165.95,888.65,496.54,250.47
26.25,5.93,581.73,568.41,291.96,266.26,202.18,225.36,101.09,131.92,746.13,486.04,191.37
27.75,5.93,443.88,379.02,241.66,197.18,146.69,181.46,90.74,134.38,667.03,383.35,174.83
29.25,5.93,299.35,187.46,206.57,154.54,144.77,150.09,106.02,163.65,552.57,285.24,134.35
30.75,5.93,163.02,114.92,160.25,118.85,161.82,117.28,126.96,157.77,373.11,218.98,92.12
32.25,5.93,147.5,135.43,137.22,97.91,211.77,95.23,109.48,104.56,308.68,178.2,66.48
33.75,5.93,223.11,246.97,163.66,106.23,291.64,104.24,115.34,101.59,343.03,174.74,82.61
35.25,5.93,381.65,383.69,231.11,164.28,352.35,166.18,156.85,139.71,318.76,199.3,160.81
36.75,5.93,523.52,451.2,322.59,276.26,340.7,292.64,230.14,232.93,250.54,255.73,288.8
38.25,5.93,513.44,476.13,354.17,372.08,281.07,399.29,326.18,363.94,188.18,339.72,444.9
39.75,5.93,346.04,502.07,344.87,435.04,227.46,474.84,471.12,498.93,138.77,402.72,587.32
41.25,5.93,348.03,538.49,399.44,501.51,287.22,546.32,747.99,631.94,142.2,481.22,702.62
42.75,5.93,521.04,602.21,561.86,606.24,506.21,647.29,947.66,751.94,256.87,628.05,846.13
44.25,5.93,790.33,863.02,801.28,716.68,775.18,732.18,956.62,790.38,498.47,711.02,874.79
45.75,5.93,931.12,898.34,818.32,655.41,845.07,647.76,748.63,684.19,719.46,655.46,709.63
47.25,5.93,812.72,716.49,677.03,510.85,672.74,495.43,539.97,513.05,736.38,544.18,487.54
48.75,5.93,555.51,478.85,479.24,371.18,469.54,353.07,339.61,377.65,525.39,434.18,324.98
50.25,5.93,320.26,239.88,281.73,266.93,312.2,252.51,228.84,252.08,238.59,282.21,219
51.75,5.93,131.53,108.39,146.32,199.46,197.97,189.76,155.39,181.12,84.29,138.96,157.56
53.25,5.93,69.87,71.89,83.38,144.72,132.44,137.97,109.67,130.81,47.22,78.01,119.87
54.75,5.93,77.61,85.3,80.47,122.67,103.39,121.67,102.64,114.48,62.16,89.01,114.41
56.25,5.93,135.98,154.1,139.18,145.57,124.18,147.07,135.21,144.17,127.75,166.7,159.68
57.75,5.93,256.58,322.96,265.82,207.61,194.48,210.8,205.28,215.68,228.95,309.75,251.16
59.25,5.93,360.39,469.49,328.02,198.34,212.7,202.53,212,219.06,232.02,345.04,256.81
60.75,5.93,155.37,189.91,124.68,77.69,89.3,76.36,94.21,82.27,96.21,114.75,93.08
62.25,5.93,37.78,36.84,29.43,27.17,27.71,27.31,42.49,30.38,33.6,24.97,28.41
63.75,5.93,18.85,13.13,17.94,23.05,19.09,23.65,38.58,29.32,24.22,16.09,21.92
65.25,5.93,12.17,10.92,14.52,13.02,10.49,13.22,16.5,16.19,11.43,12.78,13.62
66.75,5.93,23.14,28.04,28.08,14.42,13.05,14.34,12.33,14.85,16.48,24.41,15.76
68.25,5.93,95.44,117.72,104.48,42.24,43.2,40.35,29.11,34.42,68.75,92.38,43.8
69.75,5.93,369.68,415.95,384.18,193.41,209.11,180.36,136.17,150.75,285.09,350.58,190.76
71.25,5.93,931.13,973.12,922.36,669.99,710.61,632.94,534.33,577.33,711.32,892.48,674.57
72.75,5.93,1264.6,1268.7,1193,1274.8,1276,1237.8,1216.3,1222.8,921.32,1183.4,1322.7
74.25,5.93,940.75,958.02,902.22,1356,1311.1,1351,1458.6,1410.2,708.58,894.12,1421.3
75.75,5.93,490.63,510.53,508.73,938.07,902.32,959.24,1045.7,998.82,419.75,493.25,953.01
77.25,5.93,298.83,312.59,326.83,600.18,585.86,628.25,656.12,630.72,303.48,315.93,578.59
78.75,5.93,233.67,234.09,254.55,425.02,417.71,443.73,454.23,433.76,263.11,250.01,385.7
80.25,5.93,209.53,207.75,221.47,322.53,319,331.31,333.6,323.62,248.05,227.26,285.33
81.75,5.93,209.12,198.8,208.06,259.27,256.54,260.39,265.8,255.53,234.02,219.36,227.4
83.25,5.93,207.1,194.09,196.54,213.53,211.47,212.93,220.56,214.66,209.92,216.11,195.3
84.75,5.93,192.75,179.45,186.5,182.55,180.09,180.56,191.86,188.72,180.81,203.85,175.92
86.25,5.93,196.61,193.34,200.87,186.7,185.78,187.01,193.88,197.67,184.71,215.81,190.51
87.75,5.93,174.72,180.2,187.26,173.36,175.61,174.55,175.75,179.23,176.99,192.71,179.48
89.25,5.93,145.37,153.77,154.3,144.94,151.34,147.74,146.34,149.35,156.23,156.17,152.71
90.75,5.93,130.26,136.05,133.66,125.19,130.71,126.18,130.54,127.23,139.44,129.26,129.92
92.25,5.93,130.12,132.52,126.87,116.18,120.5,117.13,127.6,120.27,132.87,122.01,120.78
93.75,5.93,125.3,127.81,123.06,110.47,113.8,111.49,123.81,117.5,126.94,119.02,114.88
95.25,5.93,114,114.15,113.58,104.83,108.19,107.03,115.17,112.87,116.14,111.77,107.44
96.75,5.93,100.69,98.07,100.91,99.29,101.96,101.3,105.95,104.75,102.6,99.64,97.82
98.25,5.93,92.06,87.78,91.28,98.46,100.25,99.06,103.47,101.35,93.39,90.89,93.77
99.75,5.93,88.9,84.2,89.63,103.97,105.15,102.13,109.2,105.45,92.18,89.48,97.99
101.25,5.93,105.98,98.09,109.22,123.17,125.55,119.51,129.48,124.33,117.94,110.53,118.01
102.75,5.93,152.38,139.58,157.25,156.35,161.48,150.76,162.55,155.74,193.33,161.26,151.69
104.25,5.93,187.74,176.58,190.77,169.93,178.39,164.43,172.8,168.12,266.03,191.97,166.64
105.75,5.93,132.51,130.31,133.29,112.82,120.69,110.75,112.5,112.76,185.79,130.07,112.08
107.25,5.93,49.05,51.71,51.13,42.03,45.81,42.43,41.14,43.23,63.92,50.58,42.52
108.75,5.93,18.09,21.18,19.89,17.73,19.07,18.61,17.4,18.98,20.27,20.45,18.6
110.25,5.93,28.15,35.37,30.08,28.45,28.67,30.57,28.44,30.94,23.66,31.94,31.26
111.75,5.93,122.81,153.32,124.75,117.44,110.4,124.2,115.08,123.59,90.25,134.55,130.22
113.25,5.93,173.85,169.29,151.64,177.03,161.11,177.48,181.65,174.56,120.82,151.06,181.91
114.75,5.93,177.27,145.47,142.69,178.95,170.81,175.2,194.1,172.78,140.36,139.33,174.33
116.25,5.93,159.49,144.89,150.48,158.12,160.55,156.6,165.65,157.2,168.73,147.09,154.93
117.75,5.93,108.18,109.38,116.75,106.22,110.67,107.03,108.52,108.54,133.41,115.41,103.53
119.25,5.93,72.86,79.7,83.47,72.33,75.06,73.6,71.56,73.75,92.22,83.5,69.18
120.75,5.93,58.35,63.89,64.81,58.19,59.26,58.91,56.08,57.12,69.08,63.94,53.81
122.25,5.93,62.58,67.45,64.38,61.32,61.34,61.02,57.91,59.01,67.4,64.29,56.57
123.75,5.93,83.75,86.76,81.46,77.82,77.13,76.17,75.25,74.85,81.35,80.54,73.95
125.25,5.93,113.05,116.03,106.79,97.53,95.85,96.65,96.28,97.14,99.93,106.38,100.4
126.75,5.93,116.58,118.52,108.79,96.59,93.24,96.32,96.18,97.77,96.16,108.26,104.48
128.25,5.93,111.13,111,103.29,91.65,88.3,92.53,91.74,92.92,90.11,102.85,100.58
129.75,5.93,112.54,110.98,104.17,93.14,89.96,94.05,92.46,94.4,93.21,105.36,101.96
131.25,5.93,126.05,121.27,115.74,103.11,100.54,103.44,102.47,103.75,106.05,116.73,110.74
132.75,5.93,142.09,139.63,134.54,125.04,123.7,125.32,121.68,125.67,127.45,135.48,130.88
134.25,5.93,164.19,161.95,161.76,157.36,157.25,157.19,151.22,154.76,158.77,159.54,156.09
135.75,5.93,174.7,177.18,176.94,180.86,181.6,181.07,172.28,175.36,180.56,176.13,174.05
137.25,5.93,144.55,149.34,148.51,156.59,156.01,155.68,149.5,150.91,153.81,148.35,151.38
138.75,5.93,121.29,125.2,124.03,132.64,131.27,131.1,128.55,128.47,126.92,124.2,130.57
140.25,5.93,124.03,126.38,122.98,131.78,128.64,129.04,128.93,128.28,120.67,122.98,130.58
141.75,5.93,131.77,135.55,128.11,138.53,132.79,134.72,135.1,135.76,121.18,128.37,137.71
143.25,5.93,128.6,133.35,126.18,137.9,130.74,134.15,133.72,135.64,117.85,125.42,137.09
144.75,5.93,119.85,121.91,119.06,129.02,122.8,126.74,125.78,127.08,112.26,116.55,127.48
146.25,5.93,110.26,114.62,113.94,118.87,114.78,118.42,115.27,117.94,108.2,110.81,117.21
147.75,5.93,103.53,106.15,106.91,106.29,103.57,106.56,106.51,104.26,98.05,102.54,104.25
149.25,5.93,103.99,105.14,104.67,102.4,100.61,102.72,105.46,102.01,95.13,103.33,102.51
150.75,5.93,112.35,112.12,111.8,109.67,107.8,108.97,113.18,110.31,102.44,112.35,111.07
152.25,5.93,127.01,123.12,123.55,124.35,122.61,123.62,129.62,125.88,116.91,124.77,126.44
153.75,5.93,150.71,144.15,143.55,149.43,147.85,148.57,155.9,153.03,141.76,146.47,152.83
155.25,5.93,186.45,182.7,185.48,193.11,194.99,193.07,196.34,198.9,189.76,186.39,195.25
156.75,5.93,214.84,217.58,228.97,230.38,235.38,233.11,227.99,234.98,231.26,220.74,227.26
158.25,5.93,221.57,220.55,232.42,228.36,230.57,231.17,235.98,230.63,224.56,218.55,225.23
159.75,5.93,218.57,220.4,222.97,216.69,214.37,217.37,233.44,222.49,203.43,213.18,222.46
161.25,5.93,207.05,217.52,215.93,208.84,202.9,207.05,222.23,216.42,187.57,207.94,221.74
162.75,5.93,210.18,222.23,220.86,207.47,198.72,204.47,211.37,209.41,187.09,211.89,219.27
164.25,5.93,201.41,212.17,209.98,209.7,199.47,205.22,200.99,204.02,185.91,204.47,213.6
165.75,5.93,159.72,161.03,160.94,180.27,174.04,173.97,164.29,165.27,164.12,159.74,166.82
15.75,7.2,81.56,171.19,99.55,202.36,157.44,156.08,91.39,97.19,139.03,109.06,208.52
17.25,7.2,126.06,196.78,181.27,265.17,236.69,199.5,146.85,202.25,286.71,189.51,213.84
18.75,7.2,203.5,245.14,296.46,380.75,371,293.63,248.05,339.75,479.11,275.7,262.18
20.25,7.2,350.92,348.66,431.94,579.7,625.96,464.31,409.09,475.49,757.57,380.53,382.28
21.75,7.2,498.22,466.42,481.09,710.97,756.85,561.83,424.61,447.37,908.14,463.48,453.75
23.25,7.2,586.97,546.19,466.08,683.74,654.13,533.74,344.02,356.53,901.61,510.16,430.73
24.75,7.2,583.81,535.63,407.97,552.88,452.17,442.58,261.37,282.31,816.86,522.49,357.73
26.25,7.2,511.75,449.24,318.06,403.41,281.53,341.3,193.88,223.94,707.48,488.57,272.08
27.75,7.2,380.76,310.87,225.87,288.68,185.31,259.38,157.85,195.32,580.44,382.96,209.41
29.25,7.2,253.4,187.11,161.68,204.47,142.76,192.29,143.71,180.09,420.63,272.23,151.43
30.75,7.2,163.9,138.47,118.46,144.33,122.33,137.87,131.03,149.92,280.63,195,102.18
32.25,7.2,140.98,144.85,96.74,107.1,121.77,102.23,106.12,106.74,202.91,146.47,69.93
33.75,7.2,163.81,191.66,92.88,90.38,130.07,87.17,94.93,90.59,171.05,126.83,64.64
35.25,7.2,218.71,239.91,103.18,100.89,130.38,99.26,99.16,92.79,138.11,135.57,95.38
36.75,7.2,274.81,276.86,131.79,143.45,126.86,147.53,118.68,119.89,106.91,164.2,145.3
38.25,7.2,284,303.42,157.83,183.84,129.73,192.03,155.35,164.84,85.85,202.03,209.98
