X,Depth,R1,R2,R3,R4,R5,R6,R7,R8,R9
90.75,4.78,135.85,147.08,139.14,149.17,141.24,148.27,135.67,142.51,148.69
92.25,4.78,127.98,144.46,132.66,134.53,130.4,135.98,130.88,129.12,139.23
93.75,4.78,119.39,135.03,123.48,129.5,119.99,125.87,121.1,119.15,127.81
95.25,4.78,107.88,118.79,109.91,121.69,107.51,116.88,107.11,107.26,114.02
96.75,4.78,92.02,97.68,94.6,106.63,91.74,99.26,89.62,90.65,96.37
98.25,4.78,88.4,94.65,91.4,100.08,84.85,89.33,80.86,80.21,86.86
99.75,4.78,80.16,94.02,81.17,84.74,79.21,77.34,70.62,70.78,76.24
101.25,4.78,80.32,95.95,80.48,80.86,86.71,82.1,76.35,78.97,86.11
102.75,4.78,117.32,125.51,120.2,115.82,123.78,132.04,121.6,134.3,144.61
104.25,4.78,201.87,176.34,204.13,192.03,193.68,224.24,204.37,245.6,231.6
105.75,4.78,229.1,172.91,223.81,201.68,206.33,235.36,225.67,272.56,216.03
107.25,4.78,120.18,88.74,113.4,91.76,101.16,113.47,133.16,152.89,104.67
108.75,4.78,34.94,37.78,31.97,33.01,31.92,29.49,40.19,43.79,30.94
110.25,4.78,45.33,81.57,41.95,67.83,38.75,38.84,39.95,35.65,38.92
111.75,4.78,327.19,462.94,288.51,360.86,221.86,253.07,234.5,185.56,225.6
113.25,4.78,138.86,125.47,141.66,120.92,125.26,114.44,109.27,82.14,107.55
114.75,4.78,81.6,67.6,95.65,46.54,110.83,77.94,114.61,99.61,93.52
116.25,4.78,105.62,92.06,105.56,91.85,109.68,96.86,103.03,112.46,94.16
117.75,4.78,78.77,74.63,73.35,92.27,69.27,74.93,66.73,75.15,67.49
119.25,4.78,62.65,61.21,55.16,76.32,49.51,57.8,51.58,55.78,53.03
120.75,4.78,55.72,57.83,51.21,64.55,44.29,53.06,49.02,49.8,49.6
122.25,4.78,72.95,75.3,68.32,76.89,59.15,69.87,65.18,63.86,64.58
123.75,4.78,115.89,121.41,113.47,119.82,97.61,111.43,110.54,104.47,106.67
125.25,4.78,169.57,174.71,164.3,159.73,136.69,155.48,166.33,145.98,151.6
126.75,4.78,122.82,125.06,119.15,109.51,94.74,106.98,123.82,102.49,111.1
128.25,4.78,88.89,93.02,87.65,74.43,69.86,77.89,92.1,75.73,82.4
129.75,4.78,81.15,85.22,79.67,68.41,64.12,69.45,83.87,70.27,74.68
131.25,4.78,90.25,94.89,88.73,75.54,70.61,76.2,92.59,78.66,82.83
132.75,4.78,114.19,113.52,107.86,95.94,98.14,97.26,109.86,100.12,101.3
134.25,4.78,161.03,159.04,155.89,145.83,151.01,147.81,155.89,151.09,147.54
135.75,4.78,214.43,209.18,212.56,212.37,208.77,208.68,213.81,207.97,208.58
137.25,4.78,168.07,158.54,166.45,165.61,160.26,158.35,163.72,158.88,163.55
138.75,4.78,118.66,111.01,116.63,110.73,113.8,110.34,113.04,109.14,114.15
140.25,4.78,117.21,113.79,116.74,107,113.53,108.86,111.8,105.06,113.08
141.75,4.78,126.93,124.86,125.26,116.89,122.34,115,119.27,110.45,118.92
143.25,4.78,119.33,117.21,117.21,114.52,117.41,108.3,110.31,105.26,108.61
144.75,4.78,107.83,103.27,106.93,109.44,109.25,101.82,100.45,100.15,99.34
146.25,4.78,111.76,100.32,107.78,116.62,115.36,108.31,102.71,107.59,103.13
147.75,4.78,102.23,98.06,101.26,107.44,97.25,98.77,98.84,97.19,100.45
149.25,4.78,102.04,103.87,102.08,106.41,97.75,99.78,99.77,96,102.96
150.75,4.78,113.98,119.57,114.2,118.24,113.59,114.93,111.52,110.45,115.95
152.25,4.78,128.65,137.57,130.6,132.5,135.76,131.31,127.37,130.08,132.86
153.75,4.78,152.08,162.26,155.47,164.48,165.11,152.29,153.8,156.47,157.09
155.25,4.78,213.64,214.24,212.01,238.45,237.2,224.04,212.08,227.51,207.31
156.75,4.78,272.75,248.49,256.02,306.22,292.5,295.95,257.22,290.55,238.66
158.25,4.78,243.06,235.72,241.87,260.63,251.65,254.24,254.31,258.89,236.61
159.75,4.78,219.72,221,219.72,195.4,221.67,204.14,245.56,224.62,230.76
161.25,4.78,210.32,205.82,198.04,155.81,215.15,171.1,233.23,214.83,227.34
162.75,4.78,259.83,249.56,233.37,174.14,239.44,205.67,295.57,272.57,290.62
164.25,4.78,322.46,307.72,283.46,220.62,302.04,263,361.47,346.07,351.74
165.75,4.78,362.72,350.41,331.36,323.34,337.45,355.46,380.48,393.82,370.78
167.25,4.78,384.31,375.32,369.19,438.77,328.66,411.48,371.35,371.93,358.1
168.75,4.78,216.87,222.28,215.99,241.5,168.22,216.55,206.31,184.26,200.93
12.75,5.93,252.39,198.36,167.5,100.83,63.55,33.2,52.29,21.47,48.82
14.25,5.93,361.4,252.66,228.73,130.64,63.09,31.18,77.11,37.81,74.61
15.75,5.93,442.97,283.62,245.99,142.97,57.61,33.61,102.11,65.51,77.77
17.25,5.93,586.65,342.29,251.87,174.24,60.77,47.23,127.57,154.01,86.7
18.75,5.93,861.23,481.15,281.12,261.31,115.33,97.04,161.01,369.55,152.57
20.25,5.93,1174,689.12,376.53,421.51,297.84,253.5,187.72,689.34,294.45
21.75,5.93,1289.6,759.11,580.63,506.36,329.43,429.25,229.44,647.04,294.63
23.25,5.93,1217.9,706.96,829.68,493.73,245.71,463.1,284.24,497.94,222.64
24.75,5.93,1027.3,601.05,999.63,432.81,180.54,374.77,330.79,391.13,167.96
26.25,5.93,763.44,486.13,831.24,309.79,129.02,278.45,298.06,304.02,129.49
27.75,5.93,552.02,424.44,479.43,231.67,106.83,230.28,222.95,257.72,117.8
29.25,5.93,334.22,355.94,251.91,236,104.97,219.79,168.25,221.02,128.57
30.75,5.93,167.44,215.34,155.87,231.03,102.67,237.79,147.48,153.36,136.23
32.25,5.93,113.56,142.29,106.3,205.36,104.42,264.13,133.9,133.48,155.59
33.75,5.93,129.19,143.02,120.53,201.23,131.07,236.47,123.03,172.69,198.59
35.25,5.93,240.11,223.81,224.42,218.87,197,221.86,144.07,271.71,270.34
36.75,5.93,415.94,344.93,359.23,265.2,300.27,254.1,201.14,389.91,361.71
38.25,5.93,450.94,413.97,398.76,282.93,420.36,353.26,283.61,452.51,451.66
39.75,5.93,342.58,388.35,357.34,276.85,531.96,441.66,376.88,427.51,497.47
41.25,5.93,320.36,443.67,411.01,389.94,630.41,623.67,454.59,366.15,532.37
42.75,5.93,578,756.84,663.07,563.2,741.39,769.61,553.77,359.67,598.12
44.25,5.93,1099.8,1188.2,1142.5,852.23,768.31,802.61,679.91,401.11,633.14
45.75,5.93,1390.3,1304.5,1292.9,995.9,646.09,542,678.73,441.13,603.89
47.25,5.93,1132.7,1021,1032.2,862.39,475.12,404.5,605.76,523.16,536.49
48.75,5.93,714.38,624.56,742.86,682.5,317.52,366.03,522.18,561.81,463.28
50.25,5.93,377.15,368.05,433.76,436.87,228.62,268.83,338.19,358.48,318.91
51.75,5.93,170.43,192.07,184.23,172.27,170.94,134,159.47,125.73,154.21
53.25,5.93,95.4,102.37,86.58,81.14,140.1,72.9,82.68,51.46,89.12
54.75,5.93,99.91,94.08,86.48,76.14,136.87,78.3,102.52,53.93,106.37
56.25,5.93,173.07,149.13,155.4,137.84,173.16,141.09,220.08,100.22,203.9
57.75,5.93,349.83,293.88,328.64,297.39,250.4,264.19,432.07,181.75,352.03
59.25,5.93,459.96,366.19,369.05,461.49,236.87,415.68,431.51,234.87,327.66
60.75,5.93,173.25,162.84,120.29,202.37,97.37,205.26,147.45,125.75,110.44
62.25,5.93,27.58,41.38,24.31,51.57,34.69,49.46,29.95,36.04,30.06
63.75,5.93,10.43,20.01,13.33,22.12,27.51,22.14,14.67,16.94,23.23
65.25,5.93,11.6,14.01,11.44,14.22,14.34,11.37,11.54,8.71,15.5
66.75,5.93,33.04,25.17,25.48,29.24,13.21,19.23,25.58,14,23.84
68.25,5.93,138.14,93.27,104.77,111.74,31.94,81.06,102.82,69.3,78.84
69.75,5.93,475.36,345.13,395.52,406.22,138.39,355,380.24,318.75,302.1
71.25,5.93,1027.6,851.01,908.89,950.88,530.12,967.41,970.01,884.49,842.05
72.75,5.93,1197.2,1140.5,1089,1168,1130.4,1282,1342.3,1233.1,1285.5
74.25,5.93,842.54,851.86,763.33,828.7,1267.1,874.15,981.14,932.63,1006.8
75.75,5.93,447.13,459.29,407.47,426.03,876.12,437.92,489.98,505.46,522.69
77.25,5.93,282.48,293.41,264.4,270.22,557.93,273.46,287.33,325.93,308.63
78.75,5.93,220.26,237.09,220.64,224.13,391.19,228.25,225.1,260.58,236.41
80.25,5.93,197.95,218.79,209.88,219.64,302.5,224.7,208.5,229.12,210.47
81.75,5.93,191.29,222.41,216.54,229.17,246.09,232.23,213.29,212.78,210.67
83.25,5.93,192.67,220.4,214.72,228.63,210.69,227.21,212.32,196.64,210.72
84.75,5.93,184.29,199.31,196.55,201.22,184.26,199.33,195.59,184.27,196.93
86.25,5.93,193.28,196.54,195.51,199.6,189.57,191.9,195.82,198.32,197.58
87.75,5.93,172.93,174.55,173.71,182.64,174.66,174.19,175.38,190.22,180.12
89.25,5.93,142.57,145.56,141.51,160.05,149.48,153.97,146.32,162.02,154.13
90.75,5.93,124.34,135.16,126.25,138.59,131.43,139.74,131.25,140.98,139.76
92.25,5.93,118.67,135.61,123.64,129.73,126.04,132.16,127.69,130.08,134.54
93.75,5.93,112.52,129.72,118.46,128.01,121.79,124.68,119.68,120.99,126.07
95.25,5.93,102.25,114.59,106.53,122.76,114.66,115.87,105.37,109.46,114.08
96.75,5.93,89.4,97.66,93.67,111.2,106.35,102.1,89.94,95.64,100.46
98.25,5.93,82.49,90.63,86.78,101.84,103.52,92.77,80.84,85.83,91.73
99.75,5.93,80.25,90.76,83.62,93.63,107.39,89.97,78.79,85.1,90.09
101.25,5.93,91.74,99.81,94.75,100.87,125.72,108,97.25,108.75,111.83
102.75,5.93,127.45,122.78,131.79,133.08,159.9,157.36,145.44,172.95,164.63
104.25,5.93,165.24,137.33,167.17,163.67,178.59,197.24,189.28,238.25,195.78
105.75,5.93,130.21,103.11,127.85,122.9,125.31,142.1,147.87,185.37,132.26
107.25,5.93,53.97,49.56,51.48,52.17,49.55,53.54,62.22,73.24,51.21
108.75,5.93,21.72,30.55,20.34,28.55,20.33,19.99,22.57,23.86,20.48
110.25,5.93,35.41,69.21,33.14,60.23,28.73,32.33,28.8,24.41,31.57
111.75,5.93,165.42,280.4,150.16,223.62,110.5,137.33,114.42,85.13,125.13
113.25,5.93,189.4,205.91,191.3,177.43,154.43,161.22,149.33,113,154.97
114.75,5.93,166.13,143.85,183.67,111.43,177.19,151.53,182.75,163,167.44
116.25,5.93,164.14,135.3,168.35,133.51,166.08,149.6,164.6,179.33,155.48
117.75,5.93,121.17,104.77,115.63,126.21,113.07,114.78,110.26,129.54,110.82
119.25,5.93,87.19,79.31,78.59,101.35,76.8,83.15,76.19,89.29,78.26
120.75,5.93,69.29,68.45,63.62,81.52,59.97,68.75,62.39,69.29,63.85
122.25,5.93,73.39,74.52,68.4,80.3,62.29,73.32,66.93,69.47,67.63
123.75,5.93,92.95,97.69,91.13,97.8,78.94,92.13,89.59,86.27,88.91
125.25,5.93,121.24,127.56,119.53,117.9,100.32,115.06,118.95,106.31,114.54
126.75,5.93,118.7,124.64,117.59,110.62,96.7,108,117.93,101.22,111.31
128.25,5.93,107.46,114.94,108.08,93.64,89.49,97.94,109.06,92.76,101.13
129.75,5.93,105.26,112.48,105.93,91.01,89.55,93.52,107.29,93.49,98.58
131.25,5.93,113.68,120.63,114.74,99.82,98.82,100.85,116.67,104.96,107.54
132.75,5.93,130.56,131,126.84,117.27,121.96,119.09,128.91,125.07,121.55
134.25,5.93,151.69,150.48,150.14,145.22,153.12,149.2,152.13,157.03,145.63
135.75,5.93,168.56,165.44,170.36,170.61,175.47,171.8,173.81,179.39,168.81
137.25,5.93,151.32,144.91,152.69,149.9,153.68,149.82,154.65,155.69,152.47
138.75,5.93,132.45,125.46,132.19,123.11,131.13,127.27,131.69,128.84,131.45
140.25,5.93,133.16,128.72,132.98,117.96,129.31,124.14,129.5,122.37,130.35
141.75,5.93,140.39,136.32,138.3,121.96,134.4,126.1,132.15,122.6,132.45
143.25,5.93,137.63,132.35,133.78,124.57,131.78,120.67,125.22,117.99,124.41
144.75,5.93,127.76,120.21,123.72,122.63,121.74,114.03,114.69,110.56,114.02
146.25,5.93,120.75,109.41,113.88,119.32,112.71,109.22,107.03,105.18,106.78
147.75,5.93,111.03,106.62,107.38,112,97.8,101.08,103.2,96.31,102.87
149.25,5.93,109.44,111.74,107.16,110.93,96.54,101.35,103.77,94.07,103.56
150.75,5.93,115.55,123.12,113.96,117.33,107.27,111.1,110.6,103.24,110.46
152.25,5.93,125.05,137.26,125.59,127.28,125.58,123.23,122.08,118.66,121.76
153.75,5.93,142.97,156.34,145.07,153.23,154.16,141.97,142.51,142.51,140.16
155.25,5.93,177.55,182.87,176.8,201.33,201.75,187.14,175.36,186.07,168.13
156.75,5.93,212.4,201.32,203.88,245.28,239.77,234.85,204.32,225.88,189.76
158.25,5.93,216.9,207.73,213.48,246.65,233.82,233.22,219.36,225.64,201.08
159.75,5.93,218.49,208.38,213.19,223.02,222.18,215.01,224.94,212.92,206.89
161.25,5.93,214.95,197.76,201.26,202.14,210.89,195.48,215.42,203.69,204.41
162.75,5.93,213.59,192.39,196.23,198.9,197.35,195.4,211.85,204.05,210.46
164.25,5.93,201.71,184.12,186.76,199.85,187.32,194.97,197.71,195.21,202.64
165.75,5.93,146.93,148.75,150.47,182.41,147.88,167.58,145.42,149.08,156.01
15.75,7.2,681.14,439.72,394.74,181.75,100.38,55.83,112.3,70.63,99.89
17.25,7.2,877.76,513.7,455.16,221.86,110.29,68.42,154.46,162.83,124.37
18.75,7.2,1111.9,620.48,507.41,286.2,153.76,100.01,190.57,298.83,172.15
20.25,7.2,1388.2,781.83,635.41,416.86,273.25,177.66,245.7,497.96,264.79
21.75,7.2,1549.8,893.18,856.47,545.49,358.83,273.26,318.79,567.17,309.06
23.25,7.2,1488.7,877.67,1110.5,625.94,357.62,350.05,414.99,515.4,287.75
24.75,7.2,1192.4,752.64,1185.7,609.91,310.12,354.65,478.37,430.01,241.85
26.25,7.2,798.63,583.46,944.32,492.49,243.83,316.69,442.96,344.72,193.25
27.75,7.2,469.96,427.82,521.37,361.04,196.1,276.56,340.43,278.79,164.89
29.25,7.2,236.47,297.33,252.33,291.11,166.07,244.69,245.56,214.82,152.5
30.75,7.2,113.42,175.84,136.5,224.1,136.37,223.74,186.1,148.63,136.52
32.25,7.2,71.31,111.51,78.21,164.22,110.82,210.4,144.68,116.83,125.74
33.75,7.2,67.33,91.12,65.88,129.5,105.53,172.8,108.17,116.33,130.13
35.25,7.2,94.56,105.16,87.23,115.16,121.27,148.55,94.59,138.64,154.89
36.75,7.2,144.23,141.26,123.63,130.44,156.18,156.33,106.5,170.36,198.66
38.25,7.2,181.41,181.18,157.47,154.37,206.62,194.33,136.91,193.67,255.15
39.75,7.2,192.73,202.37,186.94,176.51,267.9,244.44,183.59,199.31,296.03
41.25,7.2,222.8,256.57,258.81,247.91,325.96,351.47,233.38,193.04,325.27
42.75,7.2,351.42,396.24,429.41,354.04,381.51,434.75,297.81,204.54,361.5
44.25,7.2,552.66,559.23,647.09,500.1,387.3,459.65,385.95,231.99,382.05
45.75,7.2,675.08,632.84,725.17,614.01,332.33,374.4,412.53,262.4,381.01
47.25,7.2,633.57,552.84,641.12,590.2,258.29,313.97,400.33,300.03,356.65
48.75,7.2,457.83,398.11,500.66,490.98,192.42,277.82,356.18,310.18,306.75
50.25,7.2,292.38,269.64,328.14,320.76,154.29,199.56,250.96,200.82,214.46
51.75,7.2,174.07,170.13,168.47,159.53,129.64,118.66,148.46,88.8,124.24
53.25,7.2,126.92,116.63,100.06,96.74,121.89,79.62,96.21,46.36,87.46
54.75,7.2,154.22,127.08,108.46,95.02,134.86,88.9,118.56,50.28,108.37
56.25,7.2,264.13,205.98,192.22,159.77,180.01,156.91,228.68,91.47,199.47
57.75,7.2,458.31,371.72,375.01,313.97,250.32,290.93,413.39,171.07,343.54
59.25,7.2,493.39,429.95,396.35,452.74,245.68,435.05,410.34,227.91,343.26
60.75,7.2,210.92,230.61,165.23,258.38,133.89,262.29,179.09,150.84,164.13
62.25,7.2,52.35,78.33,47.28,92.46,57.05,87.57,52.81,57.67,62.68
63.75,7.2,18.59,30.31,19.55,33.88,27.49,31.97,21.47,21.84,32.67
65.25,7.2,13.46,16.19,12.18,16.96,12.03,13.75,13.21,9.48,17.91
66.75,7.2,19.33,16.23,14.98,19.22,8.23,12.4,16.53,8.05,16.97
68.25,7.2,48.01,34.33,37.05,42.76,13.73,30.4,40.27,24.25,32.66
69.75,7.2,133.59,97.63,112.57,121.05,46.76,105.58,117.95,93.79,95.08
71.25,7.2,307.45,242,277.26,286.87,176.55,287.84,297.66,279.14,253.12
72.75,7.2,519.67,444.34,479.18,488.37,485.35,530.37,550.08,560.74,496.35
74.25,7.2,628.39,570.13,569.08,582.68,860.1,627.62,676.58,730.84,647.44
75.75,7.2,569.29,539.62,506.16,514.77,1029.4,541.82,584.51,677.6,594.39
77.25,7.2,464.03,455.88,413.92,424.54,896.77,432.88,445.91,557.37,472.12
78.75,7.2,373.75,387.74,351.36,366.74,683.34,370.77,357.25,458.29,386.83
80.25,7.2,308.23,334.89,308.84,333.35,502.2,337.78,303.02,379.07,330.37
81.75,7.2,258.95,297.13,280.32,307.37,365.77,312.79,271.17,318.52,297.68
83.25,7.2,222.59,255.39,245.7,271.68,274.47,276.46,239.41,265.39,266.18
84.75,7.2,186.63,205.96,203.21,219.5,211.06,224.09,202.19,222.38,226.89
86.25,7.2,172.53,178.92,178.75,192.36,185.31,192.39,183.71,206.01,200.46
87.75,7.2,158.5,160.53,159.19,172,168.36,172.39,168.75,194.09,178.43
89.25,7.2,142.92,144.98,140.41,156.32,153.72,158.24,154.84,176.69,160.2
90.75,7.2,134.29,141.59,133.67,143.72,145.47,150.41,149.81,163.63,152.26
92.25,7.2,130.96,142.39,133.63,138.37,145.05,145.65,148.22,154.54,149.09
93.75,7.2,126.18,137.01,130.5,138.3,145.84,139.64,140.62,145.51,141.9
95.25,7.2,116.36,122.44,119.53,135.02,143.51,131.4,125.29,133.58,130.74
96.75,7.2,103.22,106.13,106.51,125.49,140.15,119.51,108.83,119.86,118.42
98.25,7.2,94.13,96.4,97.7,116.16,140.2,111.61,98.97,110.2,110.49
99.75,7.2,91.86,93.69,95.15,109.62,144.86,111.5,98.92,111.74,110.71
101.25,7.2,99.14,96.3,101.7,111.49,151.58,123.5,114.22,130.83,124.64
102.75,7.2,110.15,98.65,112.12,116.42,149.38,137.66,134.77,158.27,139.54
104.25,7.2,101.32,85.47,101.49,102.69,118.82,121.29,126.33,150.81,120.08
105.75,7.2,61.07,54.16,60.3,62.6,65.22,68.29,75.52,88.89,66.43
107.25,7.2,25.88,28.65,25.29,30.19,27.26,27.33,30.65,34.07,27.34
108.75,7.2,14.72,23.52,14.37,22.98,15.44,15.12,14.87,14.83,15.48
110.25,7.2,25.68,49.79,25.13,45.69,23.36,26.16,21.26,17.86,25.63
111.75,7.2,86.45,148.82,84.01,127.28,67.58,82.67,64.41,49.44,77.77
113.25,7.2,167.5,204.87,172.47,173.75,140.05,157.98,137.18,108.7,154.24
114.75,7.2,216.12,204.29,233.94,167.89,209.43,206.6,215.39,196.64,219.25
116.25,7.2,216.69,183.2,226.36,177.49,218.41,206.54,220.05,238.92,220.03
117.75,7.2,161.93,136.66,160.3,156.77,164.07,159.68,159.15,191.22,162.93
119.25,7.2,109.58,96.04,103.58,120.74,111.13,111.17,105.3,130.47,109.72
120.75,7.2,77.93,73.66,73.99,91.11,79.15,82.89,75.9,91.46,79.75
122.25,7.2,67.63,66.91,64.89,77.21,67.56,73.21,65.99,74.89,69.63
123.75,7.2,69.62,72.34,69.87,77.59,69.01,75.13,69.99,73.56,73.73
125.25,7.2,79.41,84.14,80.91,84.01,78.01,83.33,79.96,78.9,83.57
126.75,7.2,85.1,90.89,87.55,87.61,84.03,87.06,85.7,82.62,88.4
128.25,7.2,87.2,94.49,91.07,85.91,87.99,89.51,88.96,85.64,89.82
129.75,7.2,90.75,97.97,95.07,88.79,93.13,91.7,93.3,92.12,92.74
131.25,7.2,97.38,103.94,102.19,96.75,101.38,98.71,101.7,103.74,100.38
132.75,7.2,106.7,108.79,108.55,107.2,114.55,110.56,109.86,118.53,108.77
134.25,7.2,114.31,114.83,117.25,118.07,127.23,124.3,120.2,135.15,118.36
135.75,7.2,119.14,118.22,123.55,124.9,133.47,130.77,128.59,142.98,126.07
137.25,7.2,115.56,112.6,119.52,117.56,125.9,123.32,124.81,133.76,123.06
138.75,7.2,112.06,108.15,114.83,107.47,117.94,115.9,118.19,121.85,118.07
140.25,7.2,114.74,111.88,117.13,104.25,117.15,114.36,117.36,116.61,118.98
141.75,7.2,119.79,116.89,120.64,105.39,119.42,114.3,117.51,114.16,119.8
143.25,7.2,120.66,116.58,119.42,108.64,117.71,110.6,113.22,109.8,114.96
144.75,7.2,117.45,111.81,114.63,109.9,110.43,106.72,107.05,103.69,108.27
146.25,7.2,112.76,105.36,107.34,107.26,101.06,101.82,100.89,97.16,101.32
147.75,7.2,106.75,104.27,103.23,103.13,91.04,96.44,98.52,90.87,97.93
149.25,7.2,105.42,108.48,102.95,102.26,89.76,96.55,99.18,88.95,97.75
150.75,7.2,108.18,116.19,106.54,105.28,96.89,102.56,103.22,94.77,101.25
152.25,7.2,114.21,126.51,114.42,112.25,111.11,111.55,111.37,106.31,108.83
153.75,7.2,126.54,139.93,128.09,130.82,134.06,126.45,125.64,124.42,121.76
155.25,7.2,146.72,154.93,147.16,162.18,165.14,154.76,144.92,150.43,138.6
156.75,7.2,168.9,166.94,165.68,194.38,190.56,186.12,163.59,173.97,154.08
158.25,7.2,178.98,173.64,177.17,210.2,193.83,195.79,175.11,178.82,164.49
159.75,7.2,181.26,170.88,178.23,208.79,184.72,191.16,174.72,170.42,167.38
161.25,7.2,168.87,154.86,163.94,194.16,167.35,174.59,158.05,155.64,157.98
162.75,7.2,130.83,119,130.03,160.67,129.08,143.27,120.38,123.23,132.89
18.75,8.6,1242.4,734.4,829.09,294.91,177.62,99.26,207.79,207.44,169.57
20.25,8.6,1353.1,820.1,980.54,399.66,270.16,146.2,295.26,340.81,241.62
21.75,8.6,1421,888.32,1145.1,504.16,349.73,195.34,381.14,408.14,287.77
23.25,8.6,1311,856.36,1263.7,605.47,405.46,249.73,490.78,414.91,305.73
24.75,8.6,1061.7,747.24,1210.9,633.48,409.72,279.21,561.76,378.82,290.14
26.25,8.6,719.92,581.6,930.57,559.67,365.78,278.73,540.13,317.83,250.09
27.75,8.6,420.45,406.95,536.03,424.36,307.62,257.58,438.38,256.03,210.94
29.25,8.6,214.81,267.32,271.77,312.97,249.37,226.17,321.57,193.72,177.34
30.75,8.6,110.63,163.5,144.74,219.23,191.36,194.86,230.85,136.84,143.75
32.25,8.6,69.55,104.07,79.47,148.11,141.49,169.83,164.92,102.77,117.9
33.75,8.6,58.23,76.6,55.73,104.72,113.75,136.59,112.78,87.37,105.54
35.25,8.6,65.4,71.82,55.56,82.38,104.56,113.77,84.37,84.48,108.17
36.75,8.6,84.53,81.64,65.37,84.77,109.47,110.08,78.46,88.92,124.29
38.25,8.6,106.84,100.68,80.13,100.25,125.53,122.06,86.68,95.71,152.7
39.75,8.6,125.27,113.82,100.74,117.42,151.05,146.15,107.05,102.32,176.42
41.25,8.6,142.97,138.97,142.86,154.5,174.26,204.64,131.38,106.8,193.05
42.75,8.6,189.76,190.9,232.01,207.66,195.7,248.67,166.26,119.93,212.4
44.25,8.6,257.01,249.66,318.66,281.14,196,268.83,224.31,139.66,227.01
45.75,8.6,308.73,296.09,356.47,365.3,175.16,247.63,252.19,160.32,233.58
47.25,8.6,333.67,288.46,346.72,382.23,148.5,228.45,262.58,182.97,228.65
48.75,8.6,287.2,246.48,309.35,348.9,127.89,213.64,253.87,199.46,207.59
50.25,8.6,238.55,208.61,251.3,264.2,119.91,170.63,210.74,151.44,163.1
51.75,8.6,202.03,177.45,176.08,178.53,119.41,130.26,163.9,93.91,120.88
53.25,8.6,199.76,165.96,143.66,143.26,132.27,111.68,135.67,67.32,106.44
54.75,8.6,266.71,207.62,171.91,149.71,162.95,131.29,163.47,76.03,134.46
56.25,8.6,407.19,312.21,274.15,214.72,219.23,206.89,254.93,118.73,216.26
57.75,8.6,556.25,460.1,433.28,329.42,285.98,325.28,363.66,185.66,323.54
59.25,8.6,488.13,459.11,406.04,387.04,280.48,403.89,327.73,216.54,317.32
60.75,8.6,227.06,261.21,195.34,243.75,175.74,260.34,167.67,150.52,185.41
62.25,8.6,73.92,101.85,68.06,104.79,80.82,104.29,63.42,66.84,83.92
63.75,8.6,27.4,38.34,26.22,40.89,33.28,38.51,26.13,25.62,38.83
65.25,8.6,14.97,17.55,13.13,18.97,13.76,15.81,13.98,10.63,19.31
66.75,8.6,13.05,12.04,10.6,14.56,8.02,10.05,11.9,6.51,13.52
68.25,8.6,19.82,15.45,16.29,19.8,9.32,14.57,18.23,11.45,16.42
69.75,8.6,42.28,31.89,37.58,41.35,21.49,37.1,40.22,33.25,34.07
71.25,8.6,93.13,72.93,88.56,90.7,65.93,92.13,93.06,93.47,80.17
72.75,8.6,183.49,151.22,178,175.86,183.9,191.91,190.97,216.22,168.76
74.25,8.6,308.12,264.76,291.94,286.37,401.07,316.69,319.24,391.1,291.13
75.75,8.6,432.78,385.84,393.2,389.17,679.92,423.66,427.3,558.64,409.23
77.25,8.6,489.79,453.35,434.72,443.72,820.66,466.08,455.09,631.29,461.03
78.75,8.6,478.85,469.41,434.71,462.24,794.24,475.59,438.13,624.53,470.27
80.25,8.6,425.91,441.46,406.81,451.42,669.21,462.55,398.03,563.46,448.12
81.75,8.6,357.94,392.85,367.68,415.46,516.38,429.98,355.07,483.22,413.09
83.25,8.6,297.23,330.93,316.75,359.55,388.94,376.43,308.68,400.14,365.19
84.75,8.6,242.73,264.98,260.52,289.56,293.3,306.76,261.28,328.2,308.56
86.25,8.6,212.78,221.24,220.74,240.82,241,253.75,232.28,283.54,262.08
87.75,8.6,198.57,199.31,198.37,210.51,214.73,223.54,219.13,259.41,231.58
89.25,8.6,189.93,186.8,184.23,192.75,201.01,206.17,213.66,241.09,212.83
90.75,8.6,185.88,183.21,180.13,180.02,195.35,196.14,213.86,227.03,203.76
92.25,8.6,182.29,179.37,178.96,172.44,195.56,187.94,211,213.65,196.74
93.75,8.6,173.96,167.95,172.08,168.37,195.48,177.15,197.59,198.14,183.98
95.25,8.6,158.05,147.34,155.34,160.9,190.46,163.58,173.9,178.95,166.63
96.75,8.6,137.24,124.98,135.29,147.14,182.46,146.98,148.65,158.16,148.32
98.25,8.6,119.47,107.94,118.58,132.43,173.67,133.62,130.45,140.77,133.67
99.75,8.6,107.46,96.25,106.93,118.21,162.42,124.35,120.68,131.27,123.57
101.25,8.6,98.67,86.04,97.58,104.45,142.68,115.82,116.82,126.49,115.9
102.75,8.6,85.01,72.39,83.76,86.38,111.4,98.81,105.39,113.84,99.62
104.25,8.6,60.07,52.16,59.11,60.71,71.88,68.06,76.18,81.82,68.64
105.75,8.6,32.41,31.5,32.07,34.95,37.54,35.8,40.8,43.08,36.37
107.25,8.6,16,19.57,16.01,20.35,19.06,17.55,18.92,19.12,18.2
108.75,8.6,12.12,19.46,12.32,19.16,14.43,13.45,12.42,11.56,13.98
110.25,8.6,20.86,37.44,21.46,34.83,22.32,23.24,18.67,15.67,23.37
111.75,8.6,56.18,92.11,58.23,80.53,53.51,60.48,47.4,38.02,59.46
