X,Depth,R1,R2,R3,R4,R5,R6,R7,R8,R9
80.25,15.72,456.82,423.68,477.58,429.94,387.43,413.37,404.28,419.88,352.04
81.75,15.72,788.3,757.72,806.5,719.2,601.18,655.48,701.83,602.29,627.21
83.25,15.72,1214.7,1178.3,1224.5,996.41,818.68,896.23,1102.3,760.07,956.27
84.75,15.72,1714.7,1622,1709.3,1186.3,1006.9,1075,1610.7,871.74,1275.3
86.25,15.72,2240.3,1983.8,2193.5,1278.4,1139.4,1158.7,2196.6,926.59,1504.5
87.75,15.72,2678.1,2154.8,2571.7,1261.5,1183.7,1152.2,2744.3,911.56,1579.6
89.25,15.72,2876.2,2085.6,2694.5,1159.4,1114.7,1058,3032.6,839.49,1488.5
90.75,15.72,2693.5,1802.4,2487,991.31,942.99,899.86,2852.4,723.19,1269.4
92.25,15.72,2181,1388.7,1987.6,789.21,724,712.37,2244,584.13,982.04
93.75,15.72,1559.2,969.92,1396.4,592.33,514.47,526.27,1520.7,444.58,696.51
95.25,15.72,1012.8,625.16,885.78,422.33,344.34,369.41,930.84,322.05,463.16
96.75,15.72,615.59,381.38,526.85,287.03,220.16,249.11,536.41,223.51,293.82
98.25,15.72,361.26,226.61,303.25,189.15,135.13,164.64,299.95,149.1,179.95
99.75,15.72,208.67,133.24,172.1,120.95,80.33,106.46,164.29,96.35,106.66
101.25,15.72,119.91,78.31,97.07,75.38,46.83,67.17,89,60.22,61.9
102.75,15.72,69.42,47.37,55.68,46.62,27.94,41.84,48.12,36.64,36.05
104.25,15.72,41.61,30.91,33.64,30.22,18.17,27.04,27.18,22.54,22.39
105.75,15.72,27.92,23.79,23.35,22.33,14.11,20,17.87,15.66,16.48
107.25,15.72,23.68,23.89,20.88,20.86,14.35,18.94,15.84,13.97,16.2
108.75,15.72,27.2,32.88,26.01,26.51,19.88,24.46,20.24,17.19,22.22
110.25,15.72,41.9,58.59,43.62,44.21,35.81,42.32,35.27,28.54,40.44
111.75,15.72,79.84,123.18,89.38,87.05,76.02,87.31,74.59,58.47,87.36
113.25,15.72,167.02,273.61,199.52,181.57,171.09,191.73,171.47,132.5,201.91
114.75,15.72,331.75,553.5,419.85,353.46,364.1,395.12,376.71,295.97,442.37
116.25,15.72,529.04,845.16,694.27,561.84,634.88,651.73,667.01,563.61,776
117.75,15.72,591.49,851.75,777.6,657.41,798.55,765.09,804.83,785.67,929.28
119.25,15.72,468.9,598.47,598.36,572.92,715.88,642.5,650.59,754.34,753.94
120.75,15.72,306.82,357.62,375.5,410.04,515.95,439.96,417.19,548.15,486.53
122.25,15.72,194.61,213.44,227.24,271.25,346.47,281.21,252.71,351.59,295.24
123.75,15.72,131.14,139.61,147.59,182.51,239.89,185.03,161.99,226.76,188
125.25,15.72,98.45,103.24,106.82,131.44,178.73,132.25,114.77,157.35,131.37
126.75,15.72,83.26,86.14,87.23,104.69,142.86,104.79,91.41,121.74,102.32
128.25,15.72,79.65,80.94,80.49,93.12,120.23,92.72,82.4,105.5,88.73
129.75,15.72,85.75,84.12,82.71,92.3,104.47,90.22,83.38,101.43,85.31
131.25,15.72,101.06,94.29,92.4,99.53,92.83,94.64,93.27,105.65,89.46
132.75,15.72,125.84,109.98,108.07,112.64,84.58,104.28,110.99,115.17,98.92
134.25,15.72,153.77,125.88,125.12,126.62,78.2,114.66,133.03,125.91,109.49
135.75,15.72,170.46,133.12,133.97,134.29,72.96,118.56,149.71,130.25,116.13
137.25,15.72,160.59,124.77,127.12,129.08,69.06,112.49,147.93,122.55,113.65
138.75,15.72,133.69,108.45,110.47,113.17,66.77,100.94,128.26,106.94,102.08
140.25,15.72,104.49,91.56,91.96,94.36,66.27,86.54,102.89,89.66,87.66
141.75,15.72,87.01,82.44,81.32,82.65,70.57,76.03,85.64,77.75,78.14
143.25,15.72,90.55,90.39,87.23,86.27,85.89,76.64,85.36,76.19,81.4
