X,Depth,R1,R2,R3,R4,R5,R6,R7
149.25,5.93,105.25,109.17,101.41,103.64,105.05,102.51,103.99
150.75,5.93,114.14,115.52,108.73,111.59,112.33,109.61,112.35
152.25,5.93,125.13,126.34,120.94,125.47,123.08,122.66,127.01
153.75,5.93,143.98,145.41,141.39,147.39,143.42,144.61,150.71
155.25,5.93,192.41,176.7,181.52,181.76,180.56,187.2,186.45
156.75,5.93,241.8,201.93,217.77,207.18,211.8,228.53,214.84
158.25,5.93,234.94,212.86,217.53,215.2,212.09,228.57,221.57
159.75,5.93,213.01,217.6,209.09,217.22,211.97,218.07,218.57
161.25,5.93,194.51,213.11,205.49,210.54,212,212.4,207.05
162.75,5.93,194.88,217.9,214.56,214.04,219.38,220.68,210.18
164.25,5.93,197.03,207.24,209.34,203.14,212.01,215,201.41
165.75,5.93,186.16,157.44,162.9,156.12,161.79,168.3,159.72
15.75,7.2,26.52,131.46,70.21,76.06,174.79,114.38,81.56
17.25,7.2,42.68,192.91,122.77,113.3,226.1,147.49,126.06
18.75,7.2,72.05,246.28,208.77,182.35,290.49,212.45,203.5
20.25,7.2,135.28,288.88,363.76,291.75,424.19,337.33,350.92
21.75,7.2,199.97,322.48,511.25,361.94,547.8,449.84,498.22
23.25,7.2,232.42,361.84,576.88,369.22,612.94,499.12,586.97
24.75,7.2,234.47,386,527.45,322.4,589.44,476.87,583.81
26.25,7.2,214.08,353.49,416.04,249.43,454.69,408.59,511.75
27.75,7.2,188.96,266.8,294.21,184.78,289.87,294.89,380.76
29.25,7.2,177.64,197.05,196.18,142.42,185.93,196.9,253.4
30.75,7.2,187.99,154.35,143.04,114.77,135.04,136.35,163.9
32.25,7.2,224.72,125.86,122.93,105.09,115.4,105.95,140.98
33.75,7.2,282.84,110.38,121.83,117.46,124.9,101.77,163.81
35.25,7.2,373.63,106.1,133.75,152.87,144.24,120.64,218.71
36.75,7.2,301.79,122.84,166.13,209.36,171.45,150,274.81
38.25,7.2,249.17,153.4,187.89,225.16,209.34,179.01,284
39.75,7.2,187.71,204.61,218.28,212.69,242.73,213.68,236.97
41.25,7.2,203.97,268.09,261.49,241.88,290.75,254.53,255.49
42.75,7.2,316.76,361.66,337.61,334.97,345.38,355.11,349.31
44.25,7.2,464.85,436.92,406.91,440.09,414.18,433.41,476.66
45.75,7.2,555.23,437.94,410.49,478.09,440.06,444.17,573.32
47.25,7.2,485.56,365.36,356.57,422.08,399.02,397.28,531.44
48.75,7.2,343.38,275.82,280.21,317.33,332.46,310.01,387.68
50.25,7.2,199.43,198.16,189.84,215.29,208.66,212.57,236.98
51.75,7.2,114.7,130.81,114.73,131.2,114.86,113.38,122.98
53.25,7.2,75.99,98.01,72.6,89.23,81.22,74.03,81.42
54.75,7.2,81.22,113.1,77.33,95.88,100.78,87.1,97.23
56.25,7.2,140.01,195.28,135.78,161.58,191.15,155.27,163.76
57.75,7.2,295.12,336.88,259.85,274.35,347.27,281.19,291.11
59.25,7.2,501.35,379.55,319.71,320.18,347.87,315.76,383.55
60.75,7.2,379.39,193.23,152.97,181.3,142.13,150.83,211.06
62.25,7.2,128.35,66.67,44.73,70.66,43.24,51.02,71.47
63.75,7.2,38.53,28.12,17.77,31.36,19.63,23.55,28
65.25,7.2,15.58,16.15,10.93,16.74,13.4,14.65,13.99
66.75,7.2,12.72,16.96,14.29,16.17,17.47,17.64,14.19
68.25,7.2,27.32,37.43,37.83,35.23,41.72,42.34,34.2
69.75,7.2,89.59,110.67,116.92,105.68,120.98,123.58,104.35
71.25,7.2,248.4,280.59,288.22,270.6,294.86,298.79,266.96
72.75,7.2,473.96,523,499.58,506.31,519.86,509.01,496.83
74.25,7.2,583.33,665.56,612.3,648.06,647.43,605.06,633.42
75.75,7.2,524.42,608.19,586.38,603.04,601.09,555.15,582.85
77.25,7.2,433.34,484.03,504.95,489.97,491.44,463.8,472.1
78.75,7.2,381.38,392.66,428.02,401.39,397.41,388.06,388.22
80.25,7.2,352.48,329.82,359.02,336.11,332.61,327.78,327.65
81.75,7.2,328.07,289.49,302.43,294.58,284.17,280.07,288.94
83.25,7.2,288.41,251.72,252.33,258.91,246.12,235.82,251.16
84.75,7.2,235.13,211.22,212.93,220.66,208.09,199.44,208.52
86.25,7.2,204.78,189.33,197.55,199.26,192.21,186.53,184.32
87.75,7.2,185.32,170.4,184.69,178.11,173.8,175.56,162.6
89.25,7.2,166.31,151.94,164.34,155.75,153.82,158.23,144.84
90.75,7.2,152.55,144.65,148.36,144.56,140.71,145.24,137.77
92.25,7.2,146.52,143.86,138.63,141.84,136.12,137.94,139.22
93.75,7.2,145.25,138.97,132.26,137.99,132.02,132.65,135.98
95.25,7.2,141.07,126.93,124.82,127.69,123.08,124.98,126.66
96.75,7.2,131.73,113.9,116.09,115.73,110.5,115.13,114.83
98.25,7.2,125.27,106.19,110.09,108.47,101.85,107.45,105.96
99.75,7.2,125.74,107.33,112.91,110.23,102.31,107.37,103.78
101.25,7.2,134.45,120.37,129.62,124.08,115.5,119.13,113.58
102.75,7.2,139.66,134.8,146.44,138.77,130.27,131.37,125.31
104.25,7.2,111.48,117.18,125.42,119.33,115.85,113.44,109.22
105.75,7.2,57.45,64.7,67.83,65.03,65.95,63.63,61.23
107.25,7.2,23.09,25.54,26.81,25.68,26.97,26.15,24.57
108.75,7.2,15.06,13.68,14.61,14,14.85,14.88,13.68
110.25,7.2,29.88,22.73,23.39,23.46,24.39,24.87,23.68
111.75,7.2,96.54,72.81,70.87,74.69,76.31,77.29,78.53
113.25,7.2,179.29,152.78,138.6,156.7,148.23,151.06,169.31
114.75,7.2,210.58,217.22,191.96,223.31,199.1,199.98,235.67
116.25,7.2,201.68,219.25,204.84,224.98,204.93,206.48,224.17
117.75,7.2,157.75,160.5,160.28,164.07,155.32,159.72,155.05
119.25,7.2,111.49,104.57,110.23,106.57,104.66,109.27,98.17
120.75,7.2,83.01,73.31,78.4,74.37,73.12,77.04,68.75
122.25,7.2,72.93,62.4,65.56,62.67,62.21,63.78,59.77
123.75,7.2,75.07,65.79,67.05,65.9,64.46,64.96,64.41
125.25,7.2,83.41,76.3,75.91,76.78,75.29,74.28,76.42
126.75,7.2,89,84.3,83.25,85.45,83.64,83.01,86.13
128.25,7.2,93.86,89.97,88.61,91.83,89,89.51,93.3
129.75,7.2,97.93,96.15,95.36,99.03,95.69,96.51,101.15
131.25,7.2,104.44,105.52,105.65,110.21,104.8,106.38,112.63
132.75,7.2,113.57,114.12,117.65,119.33,115.5,117.15,121.88
134.25,7.2,125.36,124.64,130.69,127.31,124.17,128.05,128.67
135.75,7.2,132.09,131.08,135.73,129.71,129.14,130.7,128.39
137.25,7.2,124.79,123.83,126.21,120.37,121.84,120.65,117.33
138.75,7.2,115.58,115.65,116.85,112.78,114.88,111.85,109.52
140.25,7.2,111.06,114.53,115.85,113.35,115.53,111.55,111.9
141.75,7.2,111.24,115.45,117.64,115.87,118.47,114.41,116.24
143.25,7.2,109.34,113.15,115.96,114.43,117.18,114.47,115.39
144.75,7.2,107.52,108.97,110.81,109.4,111.96,111.25,111.16
146.25,7.2,104.59,104.37,104.7,102.3,106.37,106.21,103.89
147.75,7.2,100.07,103.02,99.06,98.26,100.88,100.48,99.45
149.25,7.2,99.9,103.92,96.44,98.51,100.29,97.57,99.46
150.75,7.2,105.22,107.38,100.05,103.24,104.18,101.28,104.39
152.25,7.2,113.48,114.79,108.48,113.24,111.56,110.39,114.88
153.75,7.2,128.7,127.81,123.41,129.08,125.93,126.57,131.95
155.25,7.2,159.68,145.93,147.46,149.91,147.93,152.68,154.36
156.75,7.2,193.99,163.02,171.27,168.22,168.74,179.72,175.36
158.25,7.2,204.06,173.95,179.48,178.81,176.36,189.73,187.22
159.75,7.2,200.72,176.24,177.65,180.49,177.67,188.27,188.05
161.25,7.2,187.47,164.73,168.04,168.24,168.62,177.58,174.21
162.75,7.2,162.29,134.14,141.09,136.8,138.33,147.22,141.67
18.75,8.6,59.99,236.25,154.63,142.86,279.68,196.02,155.05
20.25,8.6,98.91,295.34,259.33,211.7,371.01,274.35,240.76
21.75,8.6,135.42,334.74,351.2,259.12,445.04,335.54,321.44
23.25,8.6,169.14,375.7,415.85,286.35,494.26,362.46,392.31
24.75,8.6,189.94,392.98,407.26,274.57,486.23,344.46,413.47
26.25,8.6,191.54,359.3,334.57,225.64,394.35,288.29,376.13
27.75,8.6,180.46,282.17,243.07,169.83,274.27,211.07,298.15
29.25,8.6,173.44,208.56,166.15,128.78,186.13,147.14,215.86
30.75,8.6,177.21,156.8,120.38,102.96,135.33,105.8,156.78
32.25,8.6,190.56,121.93,97.38,91.18,109.26,81.81,131.4
33.75,8.6,207.86,98.57,86.65,89.38,103.4,72.59,129.64
35.25,8.6,237.71,85.06,85.17,99.08,103.48,77.04,143.49
36.75,8.6,200.58,87.33,102.45,122.89,110.14,90.84,162.96
38.25,8.6,178.54,100.36,121.47,134.58,128.61,109.54,172.13
39.75,8.6,159.06,129.32,149.86,141.18,153.55,138.83,162.38
41.25,8.6,177,162.75,183.36,161.36,189.74,173.22,179.07
42.75,8.6,245.61,206.63,229.52,205.37,220.62,231.83,225.85
44.25,8.6,322.96,245.52,267.92,253.67,249.61,267.14,282.41
45.75,8.6,367.11,254.4,268.55,272.33,265.81,274.95,339.03
47.25,8.6,336.19,242.17,237.95,266.37,250.45,258.84,327.97
48.75,8.6,261.84,207,196.76,223.96,225.29,217.47,265.63
50.25,8.6,182.13,169.67,149.38,175.37,165.84,171.92,194.93
51.75,8.6,137.29,140.82,115.08,137.3,120.27,119.04,138.78
53.25,8.6,114.97,132.35,93.98,120.82,109.09,98.37,119.66
54.75,8.6,130.65,162.02,108.84,141.21,140.95,119.43,149.92
56.25,8.6,200.37,246.09,171.29,212.7,231.31,188.98,224.06
57.75,8.6,338.7,347.97,268.98,302.53,344.83,289.53,329.73
59.25,8.6,454.5,344.63,289.85,313.01,314.1,301.45,367.57
60.75,8.6,337.35,197.73,162.38,196.31,154.09,169.22,223.46
62.25,8.6,140.9,82.47,60.95,89.26,58.46,68.78,90.68
63.75,8.6,49.29,34.37,23.83,38.32,24.94,29.17,35.16
65.25,8.6,19.72,17.26,12.22,18.51,13.85,15.23,15.72
66.75,8.6,11.6,12.62,10.56,12.8,12.01,12.54,10.79
68.25,8.6,14.53,17.18,17.61,17.09,18.17,19.22,15.37
69.75,8.6,33.17,37.75,41.41,37.37,40.18,42.32,34.16
71.25,8.6,81.35,87.76,95.65,86.52,92.18,96.17,80.38
72.75,8.6,171.34,181.47,189.02,178.09,185.23,189.3,167.64
74.25,8.6,290.5,311.01,311.62,304.64,311.51,308.59,290.64
75.75,8.6,405.89,436.01,440.11,430.74,436.5,424.57,414.2
77.25,8.6,467.38,486.35,515.12,488.27,491.9,481.37,472.17
78.75,8.6,497.32,482.88,532.44,491.53,484.99,484.09,477.48
80.25,8.6,497.11,443.36,495.6,454.7,441.95,444.81,443.39
81.75,8.6,468.47,392.19,429.4,404.96,381.72,385.6,395.49
83.25,8.6,410.14,334.56,355.46,349.08,323.32,321.2,337.69
84.75,8.6,334.19,276.62,291.87,291.22,268.23,265.45,275.93
86.25,8.6,274.6,236.43,252,248.35,234.27,231.78,231.08
87.75,8.6,236.39,213,229.25,219.79,213.21,213.61,202.96
89.25,8.6,208.68,198.05,210.3,198.77,198.57,198.92,186.71
90.75,8.6,189.53,192.2,195.96,187.69,189.41,188.16,179.89
92.25,8.6,177.88,188.75,184.71,181.67,183.69,179.5,178.22
93.75,8.6,170.76,179.21,174.73,173.03,175.33,170.43,170.49
95.25,8.6,161.58,161.92,163.07,158.16,160.83,158.27,156.3
96.75,8.6,147.97,143.18,149.67,141.65,142.37,143.43,139.16
98.25,8.6,135.19,128.8,137.37,128.58,127,129.28,123.79
99.75,8.6,124.38,119.92,129.5,120.48,117.97,119.22,112.39
101.25,8.6,111.29,112.15,122.87,113.02,111.57,110.92,103.73
102.75,8.6,89.69,96.17,105.4,96.91,96.63,94.46,88.35
104.25,8.6,58.56,66.05,71.23,66.36,67.45,64.73,60.84
105.75,8.6,30.45,34.42,36.5,34.62,35.75,34.25,32.25
107.25,8.6,16.23,16.59,17.48,16.92,17.46,17.08,16.09
108.75,8.6,14.74,12.34,12.86,12.87,12.96,13.13,12.62
110.25,8.6,28.34,20.88,20.78,21.98,21.35,21.99,22.3
111.75,8.6,75.12,55.5,52.34,58.29,54.94,56.35,60.98
113.25,8.6,159.69,131.5,118.13,137.64,124.11,126.59,145.48
114.75,8.6,234.1,225.69,200.18,235.16,206.13,208.53,242.2
116.25,8.6,244.02,257.02,237.28,266.25,236.82,240.57,260.16
117.75,8.6,196.95,203.84,199.84,210.2,192.9,199.51,195.28
119.25,8.6,138.77,134.81,139.63,138.78,131.07,138.13,125.03
120.75,8.6,98.04,88.95,94.54,91.52,86.7,92.72,81.69
122.25,8.6,76.59,65.92,69.92,67.61,64.23,68.11,61.17
123.75,8.6,68.14,58.01,60.4,59.63,55.75,58.75,54.78
125.25,8.6,67.49,58.03,59.48,60.18,55.9,58.21,56.07
126.75,8.6,70.53,61.5,62.98,64.54,59.42,62.28,60.74
128.25,8.6,75.95,66.79,68.42,70.65,64.29,68.13,67.08
129.75,8.6,81.4,73.01,75.23,77.61,70.51,74.83,74.35
131.25,8.6,86.85,80.29,83.35,85.75,77.52,82.3,82.69
132.75,8.6,92.19,86.66,91.34,91.87,84.69,89.1,89.18
134.25,8.6,97.07,92.36,98.2,95.46,89.75,94.35,92.58
135.75,8.6,98.92,95.41,100.65,95.76,92.66,95.26,92.22
137.25,8.6,96.73,93.9,98.08,92.67,91.61,91.98,88.89
138.75,8.6,93.3,91.24,94.69,90.06,89.85,88.51,86.5
140.25,8.6,90.21,89.88,93.36,89.69,89.6,87.45,87.31
141.75,8.6,88.83,88.87,92.76,89.79,89.63,87.61,88.57
143.25,8.6,87.15,87.14,91.15,88.7,88.44,87.27,88.08
144.75,8.6,86.56,85.6,88.7,86.62,86.51,86.36,86.87
146.25,8.6,85.7,84.29,85.88,83.69,84.61,84.81,84.38
147.75,8.6,84.39,84.91,83.53,82.63,83.09,83.16,83.4
149.25,8.6,85.75,87.06,83,84.18,84.38,83.06,84.87
150.75,8.6,90.77,91.02,86.47,88.78,88.56,87,89.57
152.25,8.6,98.64,97.86,93.7,97.24,95.53,94.92,98.34
153.75,8.6,111.43,107.93,105.17,109.33,106.76,107.42,111.3
155.25,8.6,130.84,119.51,120.04,122.7,120.74,123.73,126.02
156.75,8.6,152.61,130.95,135.34,135.3,134.9,141.05,140.78
158.25,8.6,161.27,135.55,140.4,140.15,139.33,147.31,146.84
159.75,8.6,157.67,129.85,134.38,133.97,134.11,141.66,140.52
21.75,10.13,102.74,303.07,243.05,193.96,355,270.57,215.56
23.25,10.13,135.35,340.89,297.16,223.9,387.89,283.61,264.41
24.75,10.13,156.43,354.07,305.78,227.26,387.23,272.19,283.59
26.25,10.13,165.5,334.8,274.28,205.63,341.94,238.05,272.21
27.75,10.13,167.87,283.92,218.6,169.45,267.45,184.84,237.33
29.25,10.13,166.78,221.33,160.24,134.3,196.49,136,189.85
30.75,10.13,167.17,171.02,120.93,109.78,148.46,103.2,151.68
32.25,10.13,168.82,134.41,97.33,95.95,118.62,82.08,128.91
33.75,10.13,169.21,107.72,83.23,88.42,104.74,71.06,118.62
35.25,10.13,176.75,90.47,77.31,89.11,96.87,70.42,118.17
36.75,10.13,156.59,86.88,87.34,100.6,95.27,77.88,124.06
38.25,10.13,147.89,92.72,101.35,108.22,103.94,89.87,130.46
39.75,10.13,144.42,110.98,122.18,116.04,119.6,110.36,129.67
41.25,10.13,159.93,130.39,144.64,128.31,143.17,133.22,141.69
42.75,10.13,203.39,154.44,173.09,151.25,160.11,168.06,166.92
44.25,10.13,248.07,178.41,198.39,177.16,175,187.7,194.23
45.75,10.13,275.25,188.74,201.81,188.46,187.98,197.39,231.08
47.25,10.13,266.78,194.34,189.1,196.75,186.55,198.73,236.3
48.75,10.13,237.17,186.51,173.48,187.31,187.21,187.32,219.99
50.25,10.13,203.62,177.21,154.5,174.57,167.43,175.67,199.64
51.75,10.13,192.68,176.53,147.33,170.34,155.19,155.26,185.58
53.25,10.13,193.33,190.82,147.31,180.44,166.29,154.26,193
54.75,10.13,225.45,233.07,176.54,218.96,211.02,186.89,240.16
56.25,10.13,300.92,304.02,240.54,290.76,290.3,254.47,312.54
57.75,10.13,400.72,351.53,305.2,345.84,348.47,320.29,375.18
59.25,10.13,424.84,303.72,283.76,312.45,284.35,295.53,349.53
60.75,10.13,293.83,179.55,166.99,196.15,151.4,173.94,212.7
62.25,10.13,138.02,82.69,71.84,94.81,64.9,77.6,94.65
63.75,10.13,55.66,35.87,29.43,41.65,27.93,33.01,38.43
65.25,10.13,23.41,17.02,13.88,19.34,13.85,15.75,16.62
66.75,10.13,12.09,10.1,9.14,11.07,9.13,10.09,9.2
68.25,10.13,10.13,9.38,10.1,10.04,9.38,10.5,8.52
69.75,10.13,15.2,14.75,17.33,15.41,15.25,16.9,13.15
71.25,10.13,30.7,29.87,35.27,30.48,31.26,34.1,26.68
72.75,10.13,64.95,63.3,72.03,63.58,65.53,70.45,57.06
74.25,10.13,129.38,127.03,138.43,126.22,129.51,136.35,116.24
75.75,10.13,234.34,229.77,244.95,227.76,231.6,239.7,214.6
77.25,10.13,357.11,342.19,369.56,341.79,342.84,353.57,327.24
78.75,10.13,476.89,435.64,480.9,439.83,430.4,446.95,425.58
80.25,10.13,558.55,481.68,538.24,490.65,469.99,489.29,478.32
81.75,10.13,583.35,482.35,531.92,494.76,460.81,479.55,484.92
83.25,10.13,551.05,449.75,482.63,463.74,426.55,436.65,454.02
84.75,10.13,481.14,401.49,422.01,413.8,381.71,385.49,401.64
86.25,10.13,406.32,359.03,372.39,365.49,347.62,345.17,351.64
87.75,10.13,346.36,333.2,341.13,330.47,328.31,321.48,317.45
89.25,10.13,298.72,316.69,317.76,304.18,316.79,304.18,296.36
90.75,10.13,260.72,304.32,297.16,284.29,305.84,287.9,281.17
92.25,10.13,230.5,287.44,275.09,264.62,290.09,268.3,265.96
93.75,10.13,205.49,259.53,250.35,239.19,264.77,243.78,240.84
95.25,10.13,180.51,222.41,221.98,207.17,230.05,214.26,208.33
96.75,10.13,154.01,184.53,191.29,174.4,191.33,182,173.69
98.25,10.13,129.54,151.72,160.89,145.27,156.43,150.54,141.8
99.75,10.13,106.71,123.59,132.92,119.66,127.37,122.4,114.02
101.25,10.13,82.95,96.31,104.92,94.09,100.19,95.69,88.9
102.75,10.13,58.32,68.32,74.37,67.26,71.41,67.91,63.34
104.25,10.13,36.25,42.05,45.15,41.75,44.15,41.83,39.36
105.75,10.13,21.29,23.21,24.53,23.37,24.4,23.36,22.27
107.25,10.13,14.91,14.17,14.71,14.59,14.78,14.52,14.18
108.75,10.13,16.59,13.38,13.48,14.08,13.66,13.8,14.07
110.25,10.13,30.25,22.43,21.56,23.82,22.17,22.67,24.4
111.75,10.13,68.97,51.93,47.7,55.11,49.79,50.74,57.46
113.25,10.13,144.48,119.45,106.24,126.14,111.09,112.52,131.34
114.75,10.13,231.85,218.56,193.65,229.07,199.51,201.35,231.88
116.25,10.13,266.26,276.95,253.53,287.93,253.94,258.11,277.59
117.75,10.13,231.8,244.75,236.29,253.17,228.6,236.79,232.45
119.25,10.13,170.55,172.73,175.68,178.6,164.45,174.19,158.3
120.75,10.13,119.87,113.94,119.6,118.13,108.86,117.63,102.65
122.25,10.13,88.05,78.73,83.45,81.87,75.12,81.7,70.95
123.75,10.13,70.89,61.17,64.49,64.07,57.75,63.11,55.72
125.25,10.13,63.19,53.68,56.2,56.92,50.59,55.2,49.8
126.75,10.13,61.39,51.95,54.53,55.82,48.96,53.79,49.14
128.25,10.13,63.48,53.82,56.63,58.26,50.55,55.94,51.74
129.75,10.13,67.17,57.72,61,62.54,54.37,60,56.24
131.25,10.13,71.13,62.85,66.66,67.9,59.32,65,61.89
132.75,10.13,74.87,67.91,72.35,72.42,64.68,69.7,67.01
134.25,10.13,77.79,72.19,77.03,75.05,68.87,73.16,70.12
135.75,10.13,78.67,74.44,79.07,75.39,71.51,74.05,70.81
137.25,10.13,77.61,74.1,78.38,73.93,71.79,72.66,69.84
138.75,10.13,75.2,72.14,76.2,71.94,70.53,70.21,68.38
140.25,10.13,71.94,69.59,73.83,70.07,68.69,67.96,67.42
141.75,10.13,69.3,66.96,71.5,68.28,66.58,66.19,66.44
143.25,10.13,67.22,64.72,69.29,66.63,64.59,64.88,65.29
144.75,10.13,66.65,63.66,67.71,65.47,63.43,64.35,64.8
146.25,10.13,67,63.9,66.94,64.94,63.41,64.59,64.76
147.75,10.13,67.91,65.79,67.11,65.96,64.44,65.51,66.03
149.25,10.13,70.9,69.25,68.9,69.01,67.62,67.91,69.14
150.75,10.13,77.19,74.97,74.01,74.99,73.65,73.65,75.28
152.25,10.13,85.74,82.66,81.68,83.5,81.77,82.05,84.15
153.75,10.13,94.35,89.62,89.28,91.46,89.55,90.32,92.65
155.25,10.13,106.51,97.86,99.16,100.66,99.4,101.15,102.89
156.75,10.13,124.76,110.12,113.9,113.72,114.61,117.78,118.21
26.25,11.82,142.99,294.08,247.93,196.66,309.61,243.65,212.98
27.75,11.82,159.06,263.28,209.23,174.32,257.17,189.24,197.76
29.25,11.82,164.18,228.03,173.79,152.44,213.22,153.06,176.73
30.75,11.82,164.95,193.24,145.16,133.93,176.98,127.16,156.3
32.25,11.82,163.8,161.75,123.33,120.8,147.37,107.29,139.92
33.75,11.82,159.47,134.98,106.73,110.79,128.05,93.67,128.21
35.25,11.82,159.97,117.69,98.19,108.1,116.28,89.89,123.76
36.75,11.82,148.15,113.55,103.94,115.13,111.34,93.93,125.48
38.25,11.82,145.9,118.85,114.13,121.61,115.92,102.09,131.19
39.75,11.82,149.51,135.78,129.19,129.9,126.86,117.01,133.94
41.25,11.82,164.75,153,144.58,139.83,143.64,132.96,145
42.75,11.82,198.74,172.65,163.71,156.35,154.24,156.94,163.57
44.25,11.82,234.17,192.39,183.43,175.23,164.63,172.55,181.78
45.75,11.82,261.55,202.66,191.62,184.79,177.55,186.51,211.7
47.25,11.82,270.45,211.78,192.43,196.99,184.37,199.15,227.07
48.75,11.82,269.85,214.49,194.83,203.32,199.19,206.5,235.69
50.25,11.82,270.96,220.61,197.69,213.12,205.31,218.26,247.62
51.75,11.82,292.37,238.57,215,235.78,220.1,225.53,268.72
53.25,11.82,325.15,270.4,241.34,274.32,253.77,247.51,307.6
54.75,11.82,382.98,318.27,290.89,334.85,308.64,293.86,373.14
56.25,11.82,464.2,366.09,355.45,405.12,368.55,355.22,436.4
57.75,11.82,521.61,362.82,385.51,422.21,374.62,383.54,448.25
59.25,11.82,463.9,280.16,317.2,339.51,277.25,316.79,360.9
60.75,11.82,294.32,162.68,183.15,202.89,148.9,182.87,209.28
62.25,11.82,141.7,77.43,81.86,97.71,66.45,83.17,94.99
63.75,11.82,60.26,34.11,33.89,42.72,28.42,35.03,39.06
65.25,11.82,25.59,15.42,14.98,18.91,12.93,15.53,16.24
66.75,11.82,12.07,7.89,8.16,9.43,7,8.27,7.74
68.25,11.82,7.69,5.51,6.5,6.41,5.27,6.29,5.22
69.75,11.82,7.93,6.28,8.09,7.02,6.28,7.39,5.65
71.25,11.82,12.64,10.63,13.83,11.34,11.05,12.71,9.4
72.75,11.82,25.45,22.28,27.78,22.97,23.29,26.52,19.66
74.25,11.82,55.33,49.83,58.75,50.21,51.58,57.76,44.49
75.75,11.82,118.16,107.68,121.19,107.16,109.54,120.57,98.12
77.25,11.82,223.51,202.9,223.39,201.38,202.56,220.38,189.39
78.75,11.82,366.73,327.68,357.83,325.92,319.77,346.04,312.89
80.25,11.82,510.75,450.31,487.56,448.62,431.16,462.9,438.19
81.75,11.82,612.04,542.45,573.01,539.55,509.08,540.29,535.44
83.25,11.82,647.89,591.22,601.89,584.33,551.76,570.73,587.05
84.75,11.82,625.69,602.73,591.68,587.72,565.81,568.73,594.57
86.25,11.82,567.15,593.88,564.46,565.76,569.53,552.46,574.94
87.75,11.82,495.74,581,536.95,535.79,572.42,535.34,548.19
89.25,11.82,422.4,560.7,506.72,499.96,568.54,512.58,518.75
90.75,11.82,353.02,526.15,468.59,457.26,545.61,477.63,480.14
92.25,11.82,291.08,470.67,418.74,404.32,496.87,426.85,428.78
93.75,11.82,237.93,395.65,359.85,341.07,424.63,363.85,361.06
95.25,11.82,191.26,312.7,296.4,273.28,340.17,295.52,287.68
96.75,11.82,150.35,236.22,233.99,210.5,257.77,229.29,218.93
98.25,11.82,116.68,173.31,177.23,157.64,188.29,170.7,161.01
99.75,11.82,88.62,123.28,129.08,114.43,133.68,122.57,114.88
101.25,11.82,64.22,83.46,89.08,79.02,90.75,83.98,79.02
102.75,11.82,43.77,53.17,57.02,51.32,57.59,53.84,51.29
104.25,11.82,28.63,32.08,34.06,31.61,34.47,32.54,31.62
105.75,11.82,19.72,19.77,20.58,19.95,20.95,20.09,20.1
107.25,11.82,17,14.84,14.99,15.35,15.36,15.05,15.7
108.75,11.82,21.08,16.39,15.89,17.27,16.44,16.39,17.95
110.25,11.82,36.56,27.24,25.23,28.92,26.45,26.52,30.4
111.75,11.82,74.65,57.42,51.27,60.91,54.31,54.28,64.39
113.25,11.82,147.67,124.22,108.6,131.01,115.06,114.59,137.12
114.75,11.82,242.22,229.37,201.1,239.77,210.09,209.41,243.43
116.25,11.82,299.57,314.02,283.91,325.31,288.43,290.59,314.97
117.75,11.82,282.89,307.81,292.4,317.24,286.27,294.75,292.2
119.25,11.82,220.72,235.03,234.65,242.36,221.29,233.99,214.34
120.75,11.82,157.92,159.43,164.61,165.2,150.38,163.02,141.97
122.25,11.82,112.77,107.26,112.46,111.86,100.86,111.08,94.71
123.75,11.82,85.07,77.4,81.29,81.48,72.13,80.37,68.5
125.25,11.82,69.75,61.78,64.76,65.84,57.35,64.2,55.26
126.75,11.82,62.62,54.74,57.55,59.02,50.73,57.14,49.65
128.25,11.82,60.92,53.11,55.9,57.54,49.1,55.44,48.81
129.75,11.82,62.32,54.75,57.71,59.16,50.8,56.89,50.96
131.25,11.82,65.09,58.43,61.54,62.61,54.46,60.09,55
132.75,11.82,68.35,62.9,66.02,66.28,59.15,63.71,59.54
134.25,11.82,71.03,66.85,69.93,68.71,63.31,66.58,62.89
135.75,11.82,71.8,68.78,71.75,69.06,65.89,67.4,64.12
137.25,11.82,70.52,68.05,71.06,67.47,65.93,66.04,63.43
138.75,11.82,67.37,65.12,68.3,64.6,63.66,63.04,61.31
140.25,11.82,63.01,60.98,64.62,61.16,60.09,59.51,58.68
141.75,11.82,59.15,56.96,61.07,57.99,56.41,56.48,56.17
143.25,11.82,56.56,54.15,58.42,55.8,53.74,54.55,54.41
144.75,11.82,55.77,52.94,57.03,54.78,52.56,53.88,53.89
146.25,11.82,56.53,53.48,57.04,55.1,53.05,54.59,54.61
147.75,11.82,58.23,55.43,58.17,56.77,54.75,56.21,56.5
149.25,11.82,61.54,58.87,60.86,60.06,58.28,59.35,59.94
150.75,11.82,68.29,65.28,66.95,66.65,65.2,65.99,66.82
152.25,11.82,82.9,78.96,80.49,81.05,80.17,80.66,82.14
30.75,13.68,173.45,217,197.77,175.64,223.86,184.15,173.6
32.25,13.68,174.87,189.54,180.04,168.21,192.41,163.96,165.4
33.75,13.68,171.98,171.45,165.45,160.91,173.82,150.02,158.28
35.25,13.68,171.46,161.87,156.06,158.78,162.83,143.82,155.38
36.75,13.68,166.09,167.97,157.29,166.67,159.82,144.24,158.97
38.25,13.68,169.78,184.94,163.91,178.11,166.26,149.21,169.65
39.75,13.68,180.82,214.86,174.29,193.05,178.39,160.59,179.74
41.25,13.68,202.33,244.02,184.18,208.67,194.73,172.85,197.43
