X,Depth,R110,R111,R112,R113,R114,R115,R116,R117,R118,R119
158.25,1.91,391.47,367.7,371.67,383.11,371.3,374.65,373.91,390.83,369.53,352.48
159.75,1.91,445.53,497.49,494.82,456.94,486.64,494.55,473.87,522.44,479.12,477.75
161.25,1.91,710.7,716.14,709.99,778.7,714.63,690.64,713.25,723.77,728,735.93
162.75,1.91,787.7,1077.6,1069.5,948.92,1090.1,997.35,1051.3,1118.8,1129.9,1222.6
164.25,1.91,958.52,928.18,937.14,986.06,956.95,939.36,945.9,1037.2,989.26,1029.1
165.75,1.91,824.75,796.15,810.95,847.22,819.1,848.19,798.41,863.93,833.02,840.25
167.25,1.91,713.43,728.05,740.41,767.04,744.61,727.1,729.78,707.66,764.39,747.58
168.75,1.91,1033.2,1103.1,1101.3,1116.7,1100.6,1039.9,1112.1,1063.2,1111.3,1078.4
170.25,1.91,970.43,1113.4,1116.4,1039.4,1091.5,1129.4,1147.5,949.85,1095.7,1090
171.75,1.91,392.55,371.08,373.54,378.12,366.12,369.6,380.95,420.5,367.8,372.7
173.25,1.91,125.71,97.47,97.01,111.04,99.16,101.97,97.77,108.84,100.26,99.4
174.75,1.91,81.6,68.91,67.02,75.81,72.69,68.33,68.11,74.92,72.19,72.83
5.25,2.78,14.9,25.11,26.41,23.51,21.21,23.61,23.64,26.32,25.23,23.36
6.75,2.78,5.37,9.83,8.49,8.74,8.78,9.65,9.92,10.71,11.51,8.36
8.25,2.78,4.54,4.71,4.13,4.27,6.02,7.56,8.29,8.45,8.82,5.36
9.75,2.78,30.6,8.21,7.04,7.19,7.97,8.11,6.24,7.87,6.99,5.44
11.25,2.78,20.18,4.8,4.04,4.03,5.07,4.16,3.1,3.95,3.25,4.64
12.75,2.78,5.62,8.41,7.53,8.97,12.21,8.97,4.67,7.22,3.96,14.46
14.25,2.78,155.8,57.8,56.19,91.41,83.53,47.99,14.46,24.03,10.43,94.16
15.75,2.78,69.96,105.16,135.57,88.67,144.42,22.11,26.18,28.41,19.97,98.7
17.25,2.78,3.93,7.27,9.37,5.49,8.05,8.54,18.63,10.2,34.08,2.63
18.75,2.78,206.85,109.5,158.25,76.34,86.67,194.31,148.62,239.77,202.6,93.81
20.25,2.78,459.77,661.85,442.27,407.74,413.41,819.84,353.47,708.08,411.23,1002.9
21.75,2.78,242.02,427.39,158.54,350.69,318.18,278.14,167.84,269.56,168.7,463.73
23.25,2.78,128.68,225.1,82.16,209.4,218.02,93.33,133.88,114.25,104.37,147.6
24.75,2.78,111.54,173.58,86.88,179.33,212.15,82.92,176.82,88.24,115.65,87.06
26.25,2.78,92.43,118.2,113.03,151.29,181.46,98.55,241.42,106.05,178.31,127.14
27.75,2.78,302.62,643.91,616.7,985.88,959.13,565.51,716.91,250.76,732.69,43.42
29.25,2.78,528.89,1234.6,1084.8,1736.6,1379.5,1489.3,725.25,418.87,1995.5,280.79
30.75,2.78,358.52,319.71,280.69,260.34,189.37,378.08,205.27,206.71,235.68,209.97
32.25,2.78,315.24,117.63,109.36,87.6,83.69,82.24,98.16,166.1,76.14,121.14
33.75,2.78,547.49,406.13,327.94,319.69,356.04,275.77,310.53,436.03,288.55,465.95
35.25,2.78,613.74,954.49,585.23,778.9,845.79,592.7,713.52,536.23,627.56,281.55
36.75,2.78,1308.6,1982.7,1013.1,1564.1,1676.4,1080.1,1391.1,586.83,1175.1,483.48
38.25,2.78,1389.6,1752.9,1123.3,1818.8,1719.9,1210,1300,529.95,1197.4,676
39.75,2.78,324.99,432,353.95,425.51,385.8,345.72,314.66,238.97,325.67,410.83
41.25,2.78,91.11,90.14,119.74,91.57,82.8,117.84,86.87,162.43,89.03,259.77
42.75,2.78,204.01,213.69,388.51,278.06,258.25,354.35,286.06,427.21,447.83,546.66
44.25,2.78,859.82,1046.8,1244.3,1318.2,1275.7,1246.7,1329.2,1112.4,1640.5,1275.3
45.75,2.78,938.4,930.65,674.69,930.19,1022.5,770.32,876.97,922.47,741.84,757.29
47.25,2.78,655.6,548.86,353.16,396.9,468.72,459.92,523.79,317.03,410.65,447.14
48.75,2.78,481.57,378.66,327.71,286.2,337.87,252.97,411.5,224.87,301.73,280.76
50.25,2.78,335.87,340.5,280.71,241.34,297.17,270.98,294.75,256.53,246.42,246.13
51.75,2.78,309.86,204.81,194.74,235.59,211.37,184.24,202.98,180.74,199.43,172.39
53.25,2.78,324.88,162.11,180.15,242.39,177.38,142.59,148.67,170.84,174.39,130.79
54.75,2.78,318.15,291.48,266.97,240.93,240.89,238.78,226.5,285.2,245.66,267.82
56.25,2.78,291.25,305.89,251.15,206.92,262.2,304.33,297.13,336.94,257.53,386.75
57.75,2.78,487.99,229.38,186.43,237.06,216.58,239.86,251.08,232.65,211.11,314.19
59.25,2.78,705.39,349.85,268.35,410.63,313.43,273.89,305.46,289.72,299.66,372.72
60.75,2.78,68.46,123.48,114.45,103.88,117.12,119.51,114.42,102.9,125.4,107.98
62.25,2.78,4.67,3.37,4.79,4.41,4.17,4.49,5.15,2.84,4.64,2.83
63.75,2.78,261.37,36.05,33.74,98.8,39.28,36.58,41.46,33.6,39.24,32.66
65.25,2.78,111.43,16.82,15.33,65.64,18.59,14.76,20.9,15.54,17.46,13.21
66.75,2.78,102.06,76.52,123.4,159.84,109.66,85.46,105.39,62.86,119.25,54.68
68.25,2.78,68.72,727.37,1062.2,492.65,850.98,911.07,789.61,721.94,923.17,633.88
69.75,2.78,510.81,1464.4,1643.4,980.37,1466.9,1738,1354.2,1675.8,1537.9,1488.6
71.25,2.78,715.25,919.77,987.65,790.97,889.56,1135.4,802.43,1325.6,955.05,1044.5
72.75,2.78,256.72,256.54,287.28,292.25,256.33,298.13,232.18,406.59,279.22,301.29
74.25,2.78,107.85,98.46,109.47,123.47,100.34,107.84,95.92,126.53,106.58,112.98
75.75,2.78,76.86,62.87,63.58,65.08,61.76,63.04,61.08,64.24,62.25,67.34
77.25,2.78,133.11,123.06,114.03,107.21,115.32,117.62,115.98,108.24,113.95,122.39
78.75,2.78,165.42,175.39,167.43,144.32,165.75,166.26,172.6,161.97,170.16,165.46
80.25,2.78,234.24,273.45,273.85,222.89,260.05,259.89,276.44,254.9,270.67,257.04
81.75,2.78,298.55,371.23,381.94,300.47,360.17,360.62,374.8,362.37,369.36,350.46
83.25,2.78,348.93,403.87,416.21,345.14,401.57,406.05,409.6,406.85,405.25,379.19
84.75,2.78,379.38,350.38,354.28,343.66,353.06,361.55,359.43,373.75,358.68,332.28
86.25,2.78,464.85,421.51,431.47,440.18,423.94,444.07,426.51,455.69,433.99,440.81
87.75,2.78,409.16,392.89,403.03,384.58,392.62,409.71,397.36,413.06,401.91,411.39
89.25,2.78,294.88,281.53,287.53,287.66,286.44,292.93,291.04,275.9,290.88,297.8
90.75,2.78,160.54,143.73,143.82,159.84,148.53,138.14,148.48,146.33,147.94,143.59
92.25,2.78,168.69,155.31,154.47,166.38,158.34,158.32,159.66,155.64,155.77,157.52
93.75,2.78,163.71,165.42,161.16,167.04,164.08,165.24,165.04,159.47,161.09,158.88
95.25,2.78,168.26,182.41,179.05,184.23,181.35,182.78,183.54,173.54,178.96,178.8
96.75,2.78,134.32,141.99,140.27,138.34,142.96,142.63,144.31,135.29,140.44,141.36
98.25,2.78,151.71,178.49,177.49,165.41,178.83,177.93,179.34,174.96,176.78,182.23
99.75,2.78,138.69,161.12,161.46,147.64,158.6,160.6,162.06,156.67,158.51,163.65
101.25,2.78,107.66,111.28,115.88,110.32,110.83,115,115.64,111.93,112.95,110.25
102.75,2.78,89.25,101.87,105.39,96.55,102.19,103.72,103.91,105.82,103.85,101.75
104.25,2.78,92.17,105.17,115.73,109.19,107.59,104.3,107.48,116.9,110.62,105.57
105.75,2.78,134.17,134.67,151.14,165.29,137.61,137.22,148.38,153.23,143.65,129.07
107.25,2.78,145.2,211.96,189.37,174.33,200.4,210.78,213.08,193.56,195.57,196.3
108.75,2.78,53.79,63.8,52.62,51.24,61.14,58.67,59.78,49.22,57.09,60.59
110.25,2.78,62.85,36.93,40.51,51.6,40.07,37.58,38.82,36.76,40.36,37.48
111.75,2.78,510.37,553.58,599.4,619.33,579.5,556.16,583.64,539.45,602.71,574.48
113.25,2.78,32.62,20.09,20.24,28.27,19.76,24.68,31.89,23.4,27.71,30.33
114.75,2.78,16.42,8.9,6.59,9.62,7.82,5.7,5.35,7.99,5.93,5.52
116.25,2.78,70.5,100.45,107,90.74,104.12,107.34,100.5,92.35,101.51,103.35
117.75,2.78,45.12,60.67,69.19,60.98,64.31,69.2,69.37,66.36,67.12,64.17
119.25,2.78,31.3,43.15,47.36,40.19,44.74,47.54,46.58,44.95,45.6,43.45
120.75,2.78,32.41,38.34,40.78,38.9,39.23,40.31,39.91,40.17,39.28,37.49
122.25,2.78,47.02,48.99,49.92,51.62,49.15,50.42,50.08,50.78,50.16,49.17
123.75,2.78,109.38,104.13,102.2,109.76,102.55,105.8,106.16,102.95,105.53,110.14
125.25,2.78,159.88,176.83,170.85,166.07,174.94,181.03,175.08,167.54,173.07,181.44
126.75,2.78,37.66,39.75,40.36,37.53,39.57,40.54,38.88,40.91,39.27,38.8
128.25,2.78,31.02,29.81,30.51,29.49,30.08,29.72,30.4,30.09,30.54,30.06
129.75,2.78,33.84,32.46,32.98,31.71,32.58,32.77,33.23,31.58,33.07,33.17
131.25,2.78,29.64,29.9,29.53,27.51,29.38,30.68,29.84,28.68,29.35,30.11
132.75,2.78,34.62,34.17,33.45,33.48,33.34,35.47,34.11,33.27,33.3,33.82
134.25,2.78,69.26,70.84,71.46,68.19,69.41,71.53,70.61,70.71,69.47,68.69
135.75,2.78,180.57,206.35,218.16,192.8,203.74,208.58,206.74,205.89,205.24,198.09
137.25,2.78,96.54,103.81,103.13,102.83,104.57,102.01,105.16,103.41,104.6,107.7
138.75,2.78,42.8,39.22,38.71,42.39,39.66,38.3,40,39.42,39.67,40.05
140.25,2.78,88.84,83.33,86.71,85.36,82.9,81.71,82.09,84.34,83.39,81.23
141.75,2.78,121.83,119.94,123.07,115.92,119.94,118.77,116.97,120.84,119.66,116.55
143.25,2.78,86.68,84.92,84.33,81.61,83.82,82.7,82.48,82.23,83.51,83.13
144.75,2.78,85.32,83.98,83.36,82.75,83.59,82.38,82.61,83.11,83.2,83.71
146.25,2.78,180.97,176.44,179.26,186.25,177.95,175.82,177.04,181.77,181.18,184.03
147.75,2.78,141.18,135.23,135.69,134.02,136.31,132.23,134.74,137.45,135.01,133.08
149.25,2.78,173.42,164.46,161.11,167.1,161.68,158.28,157.14,162.62,160.34,159.79
150.75,2.78,192.31,189.24,185.94,189.65,187.97,185.12,183.9,186.65,186.05,185.62
152.25,2.78,224.12,216.19,212.77,222.84,217.55,213.23,212.69,213.79,214.29,216.34
153.75,2.78,207.94,200.66,199.14,203.52,199.53,198.28,198.43,202.79,197.69,197.26
155.25,2.78,352.79,338.46,334.06,336.72,338.25,338.49,336.34,336.77,335.73,338.02
156.75,2.78,422.53,420.76,419.76,409.6,419.48,412.7,426.12,385.29,425.39,434.91
158.25,2.78,329.8,292.91,292.84,299.36,293.99,293.97,300.51,305.11,291.51,285.53
159.75,2.78,268.86,241.75,240.86,241.89,238.72,248.12,238.15,266.64,232.31,226.16
161.25,2.78,314.76,247.5,242.8,289.28,248.18,250.85,248.07,261.17,245.4,233.76
162.75,2.78,383.61,387.29,381.39,378.16,393.02,379.86,374.49,412.14,390.96,388.12
164.25,2.78,590.45,504.35,513.97,573.14,520.16,535.53,504.21,570.23,518.64,497.43
165.75,2.78,721.57,713.15,730.05,747.5,722.24,760.13,698.12,715.61,715.01,690.46
167.25,2.78,876.06,991.45,1004.5,948.56,985.85,952.68,980.01,859.73,995.15,973.35
168.75,2.78,1009,1174.9,1170.1,1085.5,1151.9,1097.2,1183,1051.3,1153.4,1138
170.25,2.78,827.66,947.66,952.08,866.7,926,967.62,981.82,840.35,926.02,929.65
171.75,2.78,245.59,221.81,221.38,228.73,219.3,223.11,226.71,249.29,219.26,224.05
173.25,2.78,60.94,40.76,39.49,49.34,42.1,41.93,40.11,47.84,42.08,42.91
6.75,3.73,11.98,22.02,24.39,18.15,18.34,20.36,19.74,23.48,21.16,28.79
8.25,3.73,10.85,9.14,8.83,7.93,10.41,11.55,11.03,11.72,10.88,13.16
9.75,3.73,30.38,8.55,8.08,8.06,10.37,10.44,8.38,9.27,7.86,11.92
11.25,3.73,41.31,8.49,8,8.66,11.79,8.84,6.54,6.95,5.26,14.13
12.75,3.73,36.23,16.08,15.72,19.54,25.99,15.39,8.82,9.85,5.87,31.95
14.25,3.73,239.79,60.27,64.77,93.39,103.98,42.89,19.88,20.95,11.83,101.5
15.75,3.73,164.39,90.58,126.7,92.31,146.96,29.35,36.69,25.87,25.36,90.54
17.25,3.73,42.74,26.75,33.29,24.18,36,25.34,48.33,25.05,61.91,15.66
18.75,3.73,273.85,134.83,155.35,100.38,127.98,221.61,229.47,215.36,286.09,140.97
20.25,3.73,615.73,614.41,370.41,384.98,440.81,783.27,500.74,654.59,568.12,911.1
21.75,3.73,505.34,623.17,196.4,439.43,461.86,395.7,338.47,368.55,345.7,584.24
23.25,3.73,346.09,385.04,112.09,324.42,349.11,152.51,248.33,152.2,211.54,189.36
24.75,3.73,288.07,273.96,112.8,274.27,303.95,103.74,226.92,85.57,191.37,104.29
26.25,3.73,221.31,200.09,128.7,259.13,282.35,94.86,231.31,68.61,233.23,114.61
27.75,3.73,305.73,445.41,337.78,733.2,693.78,301.98,378.88,108.02,551.69,63.89
29.25,3.73,569.67,844.44,530.53,1240.4,1001.1,789.82,440.09,188.99,823.41,124.23
30.75,3.73,625.2,432.97,262.15,346.76,283.32,392.87,264.03,161.9,220.38,129.78
32.25,3.73,652.05,299.96,204.82,215,215.43,170.95,219.56,188.63,160.69,135.67
33.75,3.73,874.74,814.64,506.93,619.58,704.92,443.41,571.5,425.87,498.36,340.23
35.25,3.73,1100.4,2123.1,1090.1,1696.9,1987.5,1155.3,1536.8,725.18,1290.3,392.32
36.75,3.73,1617.5,3450.1,1699,2873.3,3276.3,1971.3,2577.3,850.27,2099.6,694.87
38.25,3.73,1276.6,2125,1364.3,2250.4,2178.7,1610.4,1762.5,714.19,1511.9,892.64
39.75,3.73,425.64,568.59,496.36,635.47,545.37,537.82,491.77,418.95,471,678.92
41.25,3.73,186.79,181.14,255.48,215.03,178.88,277.32,208.78,355.07,236.28,534.69
42.75,3.73,344.84,324.77,608.1,452.59,394.89,586.62,464.56,701,760.21,830.7
44.25,3.73,1043.5,1123.5,1465.7,1559.7,1423.5,1434.6,1425.4,1363.8,1922.8,1421
45.75,3.73,1412,1414.6,1150.3,1562.6,1640.8,1254.3,1380.2,1307.3,1271.9,1174.9
47.25,3.73,1173.7,1070.5,709.81,800.62,968.55,857.26,977.29,646.46,718.66,842.64
48.75,3.73,887.69,779.5,574.24,501.09,647.15,528.38,756.2,459.67,470.95,623.42
50.25,3.73,663.94,563.87,404.23,374.09,452.11,436.11,523.96,437.49,346.3,511.98
51.75,3.73,516.44,243.63,195.6,266.08,226.6,214.84,261.5,226.05,203.82,266.77
53.25,3.73,395.39,138.17,133.93,196.28,139.03,121.22,139.4,148,136.96,150.88
54.75,3.73,289.39,176.96,154.07,151.5,146.87,150.61,150.41,182.81,148.46,206.56
56.25,3.73,259.11,214.15,162.41,132.92,175.09,210.03,201.15,221.16,156.92,300.29
57.75,3.73,408.12,242.02,186.58,191.34,212.45,229.58,241.55,220.27,187.8,319.95
59.25,3.73,337.6,305.12,256.94,295.68,278.81,234.07,268.49,242.76,282.63,297.49
60.75,3.73,28.37,71.31,76.1,62.41,73.83,73,71.7,63.73,88.67,57.3
62.25,3.73,7.82,4.46,5.69,6.48,5.01,5.07,5.59,4.82,5.99,3.88
63.75,3.73,209.33,19.7,16.25,61.1,20.23,17.66,21.21,19.33,20.58,19.12
65.25,3.73,115.67,12.17,10.34,47.86,13.69,10.67,14.96,10.65,12.6,10.24
66.75,3.73,79.81,52.98,73.52,100.56,72.71,55.06,75.86,38.93,74.13,38.71
68.25,3.73,82.43,601.05,757.91,379.18,698.53,630.95,745.73,443.49,714.43,496.04
69.75,3.73,475.79,2229.6,2354.9,1166.7,2265.1,2366.5,2341.5,1864.8,2290.3,2020.5
71.25,3.73,1056.9,2536.4,2625.9,1639.7,2410.5,2892.6,2329,2814.3,2508.6,2575.5
72.75,3.73,605,943.89,1041.6,930.02,900.55,1082.6,831.55,1328.8,967.62,1043.7
74.25,3.73,230.34,270.07,303.08,368.53,271.1,307.78,251.69,351.95,287.8,302.55
75.75,3.73,92.27,87.26,92.69,122.7,89.3,95.43,83.88,95.85,90.78,94.93
77.25,3.73,97.78,87.12,85.56,103.51,86.69,91.28,83.41,83.55,86.46,90.6
78.75,3.73,117.97,105.03,103.46,114.62,103.34,106.11,105.38,105.59,106.92,106.01
80.25,3.73,157.72,149.66,153.4,144.34,143.37,150.09,154.79,153.99,152.06,152.36
81.75,3.73,209.12,215.51,227.06,186.79,207.63,220.76,222.98,236.3,215.75,220.79
83.25,3.73,268.28,270.6,287.85,231.96,267.62,292.38,278.33,310.28,272.7,273.46
84.75,3.73,327.86,283.7,294.5,267.93,285.92,311.8,291.14,332.21,291.31,279.82
86.25,3.73,425.61,366.01,378.3,382.13,368.57,395.42,370.13,406.36,381.24,384.13
87.75,3.73,358.85,330.8,340.09,341.01,331.78,334.81,332.16,337.52,341.43,336.32
89.25,3.73,256.1,233.72,240.85,250.93,238.91,231.13,239.37,225.88,244.78,234.66
90.75,3.73,171.73,147.11,149.77,164.68,153.34,138.58,151.68,152.25,153.56,143.5
92.25,3.73,161.1,140.51,142.07,148.3,144.26,140.58,143.47,149.75,144.2,141.2
93.75,3.73,141.43,138.17,136,133.81,137.58,138.21,136.66,142.64,137.22,136.34
95.25,3.73,120.49,129.76,128.34,123.22,128.06,129.64,128.16,130.19,128.45,130.85
96.75,3.73,97.23,108.16,108.08,100.85,107.63,107.25,108.1,107.92,107.56,110.81
98.25,3.73,90.56,110.03,111.96,101.49,110.16,108.92,111.42,111.48,110.17,114.39
99.75,3.73,79.64,92.77,96.06,89.37,92.37,92.97,95.62,93.52,93.67,94.52
101.25,3.73,73.74,76.6,79.81,79.77,77.17,76.84,79.8,77.88,78.68,74.18
102.75,3.73,86.84,102.25,102.7,97.5,103.09,96.78,100.61,104.28,103,96.67
104.25,3.73,136.79,172.98,176.3,158.8,173.05,156.91,164.64,181.72,172.98,163.48
105.75,3.73,206.59,234.08,236.5,222.18,227.69,219.93,231.9,243.89,230.67,222.65
107.25,3.73,144.56,183.57,159.46,136.93,168.61,176.29,173.38,160.7,163.28,175.98
108.75,3.73,46.18,43.89,38.62,37.43,41.99,42.81,41.58,35.15,39.52,42.66
110.25,3.73,57.61,42.48,48.09,53.66,45.45,46.88,45.87,41.43,45.3,42.1
111.75,3.73,320.2,408.89,452.96,463.86,431.88,455.9,461.89,387.26,441.13,405.02
113.25,3.73,78.18,61.69,61.94,86.25,61.87,72.11,87,66.17,75.34,74.5
114.75,3.73,41.79,23.62,18.94,29.4,21.85,18.72,19.73,22.18,19.66,18.67
116.25,3.73,71.48,69.23,67.64,69.46,70.86,69.43,67.48,62.71,67.61,68.39
117.75,3.73,45.02,51.35,55.15,49.68,54.33,56.17,56.05,53.23,55.42,54.52
119.25,3.73,31.99,41.77,45.64,37.75,43.75,45.95,45.46,43.2,45.08,43.53
120.75,3.73,31.22,39.19,42.82,37.82,40.41,41.66,41.99,40.76,41.34,39.34
122.25,3.73,49.38,56.8,59.96,56.96,57.16,58.99,59.49,58.01,58.96,57.4
123.75,3.73,103.09,110.93,111.61,110.72,109.83,113.83,114.81,108.88,112.23,115.09
125.25,3.73,138.54,168.81,168.57,155.78,168.22,178.4,171.24,161.89,166.89,170.54
126.75,3.73,58.25,73.32,76.44,66.59,73.88,79.46,74.41,74.81,73.31,70.99
128.25,3.73,37.77,45.26,48.17,41.82,45.92,49.16,47.2,46.37,46.4,44.49
129.75,3.73,35.2,41.82,44.3,37.77,41.84,46.05,43.56,41.59,42.62,41.76
131.25,3.73,38.62,47.44,48.93,40.36,46.44,52.23,48.12,46.79,46.86,47.21
132.75,3.73,57.83,65.11,66.51,59.99,63.59,70.25,65.61,63.75,63.95,63.92
134.25,3.73,110.47,120.92,125.75,114.44,119.21,123.43,121.45,119.49,119.85,117.21
135.75,3.73,199.67,227.01,240.98,216.86,226.75,227.51,229.71,224.73,229.07,222.06
137.25,3.73,123.66,135.58,136.12,136.22,137.8,133.63,139.21,134.69,137.1,139.83
138.75,3.73,68.49,69.32,69.11,74.07,70.54,68.64,71.23,69.66,70.08,70.95
140.25,3.73,81.76,84.26,87.23,86.43,84.61,84.11,84.19,86.49,84.5,82.54
141.75,3.73,97.82,103.78,107.19,100.56,103.76,104.34,102.16,105.64,103.55,100.05
143.25,3.73,89.33,93.03,93.21,89.46,92.15,91.91,91.39,91.41,92.14,90.71
144.75,3.73,87.56,88.46,87.72,87.78,87.89,86.25,87.45,88.23,88.51,88.89
146.25,3.73,125.91,122.3,122.86,127.87,122.88,119.78,122.23,124.5,125.34,127.25
147.75,3.73,112.77,107.05,106.49,105.51,107.28,103.1,106.38,107.9,106.94,105.57
149.25,3.73,119.59,111.57,108.49,110.43,109.72,106.98,107.48,110.39,109.02,107.31
150.75,3.73,137.85,130.08,125.39,128.92,128.21,126.59,125.87,127.44,126.66,125.66
152.25,3.73,164.87,151.62,146.73,155.85,150.49,148.42,147.69,149.75,148.58,149.43
153.75,3.73,187.58,173.11,170.36,177.08,171.44,171.47,170.18,175.26,170.5,171.94
155.25,3.73,302.56,280.17,275.59,280.7,279.11,278.58,277.4,275.67,279.1,287.96
156.75,3.73,387.29,369.39,364.95,361.04,368.07,359.66,373.18,336.37,373.95,394.3
158.25,3.73,303.7,263.57,260.48,264.94,263.57,260.6,270.66,264.92,261.73,267.31
159.75,3.73,237.08,192.45,190.49,197.39,191.5,201.11,196.07,208.44,185.92,182.62
161.25,3.73,232.64,163.97,159.64,187.08,164.19,177.25,168.84,172.64,158.66,148.07
162.75,3.73,269.17,229.79,224.53,226.12,229.88,246.28,227.09,234.48,220.15,205.72
164.25,3.73,397.28,335.67,339.63,360.49,336.27,370.15,335.14,343.35,323.03,293.42
165.75,3.73,567.92,581.6,588.83,569.94,569.12,602.46,570.03,517.16,550.67,523.02
167.25,3.73,732.56,858.83,866.16,767.03,833.75,812.27,851.87,708.54,830.04,825.8
168.75,3.73,586.61,712.83,709.47,611.02,689.43,676.21,715.39,631.59,684.5,699.32
170.25,3.73,440.1,518.52,520.88,452.59,504.08,528.24,531,477.95,501.3,515.61
171.75,3.73,107.9,101.93,100.14,99.73,99.87,101.86,102.13,108.17,98.84,103.54
9.75,4.78,33.42,22.94,24.79,20.44,23.93,22.84,21.89,21.27,18.69,41.89
11.25,4.78,84.54,21.32,22.68,24.18,30.74,21.19,18.13,15.7,12.3,43.95
12.75,4.78,114.97,31.01,33.53,40.34,50.87,28.02,21.45,17.85,12.73,65.82
14.25,4.78,334.24,66.1,78.77,102.03,122,47.03,36.57,26.16,20.39,114.77
15.75,4.78,324.47,86.14,124.01,112.43,156.75,44.95,60.55,33.16,38.51,103.65
17.25,4.78,196.37,61.32,76.84,71.85,96.44,57.16,104.87,47.51,96.99,54.64
18.75,4.78,451.95,160.24,165.56,153.51,191.9,231.13,315.54,185.62,327.64,184.29
20.25,4.78,910.17,495.99,323.37,390.97,459.24,644.16,633.42,486.15,669.5,672.94
21.75,4.78,1084.9,690.9,282.23,537.86,590.16,530.26,601.42,433.85,618.83,653.3
23.25,4.78,959.99,572.5,216.34,496.84,524.48,288.4,471.84,251.97,442.79,355.13
24.75,4.78,787.73,431.21,205.72,425.83,442.38,183.78,373.79,150.4,352.48,250.37
26.25,4.78,593.11,320.65,195.45,370.09,379.69,135.22,297.74,105.22,317.98,231.39
27.75,4.78,562.19,391.2,258.32,544.19,511.33,210.77,301.7,109.32,394.1,150.71
29.25,4.78,714.66,545.4,320.76,737.45,634.04,412.94,324.71,152.78,348.52,144.88
30.75,4.78,741.64,437.81,262.96,375.19,341.5,341.26,291.43,168.85,200.55,153.31
32.25,4.78,699.77,439.97,294.43,352.46,365.21,254.28,310.29,209.08,241.9,177.56
33.75,4.78,732.46,870.44,545.76,746.73,844.36,495.51,615.82,362.18,581.02,282.16
35.25,4.78,797.9,1735,994.37,1576.4,1851.5,1066,1300.8,601.42,1222.7,376.69
36.75,4.78,868.22,2167.1,1274.2,2109.6,2363.5,1564.3,1797.7,710.56,1655.4,570.82
38.25,4.78,643.24,1264.2,946.5,1477.2,1425.9,1230.5,1265.3,636.14,1158.4,666.72
39.75,4.78,332.23,474.57,471.97,605.17,506.57,564.29,508.82,483.97,519.07,591.91
41.25,4.78,242.96,243.51,357.81,326.95,258.5,414.07,316.42,487.41,403.87,552.45
42.75,4.78,418.75,375.51,687.4,550.9,459.03,683.25,537.54,778.47,910.67,736.04
44.25,4.78,906.75,918.31,1295.8,1348,1194.3,1223.7,1122.8,1193.5,1638.4,1046.9
45.75,4.78,1207.9,1336.3,1274.1,1601.2,1653.6,1288.7,1305,1253.9,1364.1,1085.3
47.25,4.78,1069.3,1251.1,958.85,1028,1245.4,1069.2,1126.9,855.99,878.94,1001.4
48.75,4.78,780.96,929,720.83,632.27,815.18,732.18,896.76,640.62,562.72,851.69
50.25,4.78,531.49,528.8,405.1,399.21,446.37,472.85,555.81,487.28,355.24,615.18
51.75,4.78,342.91,190.67,162.63,221.64,181.29,194.11,233.25,210.65,172.57,268.38
53.25,4.78,212.17,89.82,92.21,129.54,92.71,92.05,106.16,110.84,101.05,125.65
54.75,4.78,146.32,96.36,94.37,93.58,89.93,94.89,95.45,109.74,94.75,126.24
56.25,4.78,152.25,150.07,127.29,94.48,130.84,154.09,141.22,148.74,114.29,193.9
57.75,4.78,230.26,240.26,213.6,153.27,214.84,224.14,228.34,208.51,186.24,270.06
59.25,4.78,157.16,274.95,300.14,217.34,269.7,224.24,250.37,243.78,298.82,237.16
60.75,4.78,24.93,69.16,94.52,58.25,76.15,75.72,71.5,86.58,102.32,54.94
62.25,4.78,18.05,10.18,14.01,12.42,10.28,10.88,10.14,17.9,13.66,10.15
63.75,4.78,163.54,19.48,14.26,33.09,16.38,15.32,16.07,22.29,17.42,23.42
65.25,4.78,97.8,14.55,11.23,25.17,14.05,12.35,14.34,12.92,13.12,14.77
66.75,4.78,56.17,38.49,39.79,36.67,42.17,36.35,45.23,27.39,40.26,32.67
68.25,4.78,70.92,248.09,257.37,121.4,254.87,232.19,295.34,163.27,249.99,208.38
69.75,4.78,342,1159.1,1120.2,542.67,1127.8,1076.7,1287.7,795.71,1096.9,993.32
71.25,4.78,1072,2402.9,2351.5,1442.8,2226.5,2374.4,2364.7,2039.6,2225.9,2207.5
72.75,4.78,1110.1,1708.9,1800,1624.4,1580.3,1784.8,1548,1888.6,1643.6,1716.9
74.25,4.78,572.94,666.21,730.1,983.3,655.19,741.87,612.9,781.62,685.68,702.6
75.75,4.78,223.47,222.85,239.87,400.72,233.95,254.6,215.8,242.13,238.36,236.63
77.25,4.78,156.57,141.77,146.25,236.32,150.27,159.44,141.02,143.27,151.11,150.93
78.75,4.78,147.85,126.58,128.67,188.31,132.3,137.5,130.75,132.52,135.31,136.51
80.25,4.78,161.04,141.57,146.14,172.71,142.24,151.32,149.62,153.59,147.86,158.5
81.75,4.78,185.24,175.63,183.35,175.67,173.56,187.7,184.78,203.34,176.89,200.15
83.25,4.78,215,207.24,217.21,187.86,206.47,230.33,213.79,248.44,206.83,231.28
84.75,4.78,246.72,219.67,224.42,201.07,220.52,245.36,222.39,260,220.72,231.52
86.25,4.78,299.51,268.36,272.83,264.45,267.73,289.86,266.75,291.6,275.87,282.89
